authorID,MAGrank,name,PaperCount,CitationCount,PaperCount_field,authorRank,CitationCount_field,hIndex_field,FellowType
"2101305348","13792","Anthony Steed","303","8107","132","60","5371","34",\N
"2138390243","13881","Peter Wright","304","8590","130","61","4243","34","16:2020,"
"2251937356","14492","Sriram Subramanian","199","5173","130","62","3861","27",\N
"2110083445","14342","Toyoaki Nishida","503","2570","129","63","609","15",\N
"2114483206","14936","Simone Diniz Junqueira Barbosa","246","1695","129","64","1220","13",\N
"2101644873","14222","Andy Cockburn","187","5813","129","65","4115","34","16:2015,"
"2068668851","13704","Jodi Forlizzi","206","10897","129","66","7940","43","1:2020,16:2014,"
"1784647638","14098","Ann Blandford","473","5916","129","67","1932","23","16:2021,"
"673017202","13641","Robert J. K. Jacob","169","9405","126","68","8710","38","1:2016,16:2007,"
"284181620","14777","Laurence Nigay","181","2780","125","69","2476","26",\N
"2009751849","13661","Patrick Baudisch","227","11449","125","70","6975","46","16:2013,"
"123419233","15114","Raimund Dachselt","175","2292","125","71","1825","23",\N
"1970391018","12111","Eric Horvitz","939","50040","124","72","12134","56","1:2014,16:2013,"
"2087252583","13418","John Stasko","279","12060","124","73","5059","34","16:2016,"
"347792796","13489","Michael Beetz","495","10740","124","74","2226","24",\N
"377954633","15186","Ehud Sharlin","184","1554","124","75","1127","16",\N
"2246046809","14358","Tatsuo Nakajima","346","3186","123","76","1079","17",\N
"2032738043","13006","Peter Brusilovsky","504","18064","122","77","8616","34",\N
"2161998151","15070","Karin Coninx","214","1805","122","78","1182","20",\N
"2196340233","14284","Geraldine Fitzpatrick","269","5054","122","79","2371","26",\N
"1975140722","13353","Nadia Magnenat Thalmann","589","10851","122","80","1754","21",\N
"151371205","13455","Mary Beth Rosson","375","11921","121","81","4693","33","1:2020,16:2008,"
"2064903908","14499","Frank Vetere","244","4364","121","82","3063","26",\N
"2130800239","14156","Judy Kay","334","5648","121","83","2201","27",\N
"2595122141","14409","Harold Thimbleby","267","3542","121","84","1720","22",\N
"2065696548","14181","Daniel Wigdor","216","5985","120","85","4660","41",\N
"2011140363","14089","Hans Gellersen","216","6458","120","86","3404","33",\N
"2163922885","14547","Ernest Edmonds","252","2766","119","87","1588","21","16:2015,"
"935383222","13627","Allison Druin","246","8402","119","88","4237","31","1:2016,16:2016,"
"2061080690","14921","Janet C. Read","240","2451","118","89","1040","18",\N
"2038762803","12708","Thad Starner","359","19124","118","90","5684","35","16:2017,"
"2271974872","14076","Kori Inkpen","190","5668","118","91","4698","39",\N
"2130130894","13450","Ravin Balakrishnan","181","12383","118","92","9435","54","16:2011,"
"2115951828","14421","Tovi Grossman","210","5213","118","93","3722","34",\N
"1899877228","13619","George Fitzmaurice","227","8639","118","94","5553","39","16:2019,"
"1969057230","14740","Stefania Serafin","346","2102","118","95","953","15",\N
"1560725665","13230","Ken Hinckley","297","16775","117","96","8560","52","16:2014,"
"2250283413","13109","Mel Slater","385","20178","117","97","8309","37",\N
"2103856929","13209","Jonathan Grudin","237","11774","116","98","5359","33","1:2012,16:2004,"
"1988881304","14471","David Benyon","193","4123","115","99","3413","28",\N
"1971545919","13385","Cynthia Breazeal","263","12870","115","100","6918","34",\N
"1569396467","14851","Pourang Irani","194","3082","114","101","1957","26",\N
"1991932549","13944","Catherine Pelachaud","399","6792","114","102","2217","23",\N
"2037184729","13876","Chris Nugent","685","6544","114","103","1126","15",\N
"2151759698","14824","CÃ©sar A. Collazos","350","1308","114","104","418","9",\N
"2138961986","14596","Marc Cavazza","277","3163","114","105","1618","22",\N
"81737176","14753","Maria Virvou","317","2499","114","106","912","15",\N
"2115609526","13924","Margaret Burnett","265","6434","113","107","3001","31","1:2017,16:2016,"
"2109375832","14501","Kristina HÃ¶Ã¶k","165","3622","112","108","3117","31",\N
"2120678171","14400","Joaquim A. Jorge","315","3986","112","109","1734","22",\N
"35222801","14635","Jesper Kjeldskov","206","3796","112","110","3212","24",\N
"2104694957","13794","Chris Greenhalgh","222","6527","111","111","4857","37",\N
"2157857057","14386","Matt Jones","269","4126","110","112","2405","25",\N
"278288295","15264","Ron Wakkary","184","1682","110","113","1257","20",\N
"2115003381","14399","Franca Garzotto","225","3409","109","114","1617","17",\N
"2108671403","12874","Manuela Veloso","685","19467","108","115","2597","26","1:2016,"
"2002706164","14906","Margot Brereton","302","1684","107","116","872","14",\N
"18171182","13433","Elizabeth D. Mynatt","233","10082","107","117","6429","39","1:2015,16:2009,"
"325537935","14567","Vassilis Kostakos","271","4001","107","118","1704","22",\N
"691872599","13631","Gavriel Salvendy","448","9554","106","119","2093","22",\N
"2120182675","14196","Bonnie E. John","166","4769","106","120","3907","31","16:2005,"
"2150949379","14979","Niels Henze","191","2685","106","121","1758","20",\N
"2040918890","13671","Giuseppe Riva","749","13375","106","122","2561","27",\N
"2112106364","14263","Jeffrey P. Bigham","232","5489","105","123","2792","27",\N
"2123314761","14022","Meredith Ringel Morris","209","7987","105","124","5146","35","1:2020,16:2020,"
"2139380868","14437","Andreas Bulling","215","5733","104","125","2775","25",\N
"2116800970","14055","Alistair Sutcliffe","286","7203","104","126","3081","31",\N
"2044722117","14136","Sidney Fels","378","4369","104","127","1141","18",\N
"2161584926","15101","Wendy Ju","171","2030","104","128","1114","16",\N
"683495153","14777","Eva Hornecker","167","3206","104","129","2860","25",\N
"730947879","14193","Elizabeth F. Churchill","243","6155","103","130","2167","22","1:2019,16:2016,"
"1907387910","14851","Frank Steinicke","243","2411","103","131","867","16",\N
"2101428169","14318","Joseph J. LaViola","204","5381","103","132","3667","23",\N
"2132342698","13358","Neville A. Stanton","856","14114","102","133","1113","17",\N
"1994375393","14329","Jun Rekimoto","211","3543","102","134","1679","21","16:2007,"
"2105571773","12440","Andrew D. Wilson","371","39416","101","135","7878","42","16:2018,"
"2097071936","15223","Alissa N. Antle","150","2147","101","136","1916","25",\N
"2140022242","14283","Bongshin Lee","239","5986","101","137","2773","29",\N
"482874246","14586","Wolfgang Stuerzlinger","227","3527","101","138","1022","18",\N
"724208701","14702","Matthias Rauterberg","290","2564","100","139","1094","19",\N
"2990473469","12992","Peter Robinson","784","19226","100","140","1793","27",\N
"1968824034","15208","Antti Oulasvirta","168","2307","100","141","1124","20",\N
"216611935","13560","Catherine Plaisant","271","10537","100","142","5726","32","16:2015,"
"2076420186","14887","Sheelagh Carpendale","233","2707","100","143","1488","20","16:2018,"
"260487745","12809","Heinrich H. BÃ¼lthoff","1507","22243","100","144","1923","14",\N
"700698657","14737","Maria Francesca Costabile","201","2817","99","145","1596","20",\N
"847797360","13026","Paul Dourish","188","19129","99","146","12876","42","1:2015,16:2008,"
"2104775456","14106","Norihiro Hagita","361","5410","99","147","2444","26",\N
"2304366500","14929","Michael D. Harrison","213","2210","99","148","1143","18","1:1996,"
"2308794863","15119","Aaron Quigley","200","1720","98","149","984","16",\N
"2032292447","14787","Carman Neustaedter","204","3281","98","150","1709","22",\N
"2149245698","14885","Ellen Yi Luen Do","188","2283","98","151","1389","18",\N
"2155481213","15540","Achim Ebert","178","657","97","152","470","10",\N
"1964157604","13480","Mark A. Malamud","836","15740","97","153","1857","19",\N
"2113830967","13805","Michael Muller","308","8148","97","154","2459","28","16:2018,"
"2259114389","15717","Jonna HÃ¤kkilÃ¤","166","527","97","155","399","11",\N
"2267716500","14910","Gerrit C. van der Veer","212","2009","96","156","1443","17","1:2020,"
"2175384922","13851","Andreas Holzinger","566","10181","96","157","2472","22",\N
"1985629368","13043","Abigail Sellen","267","13619","96","158","7292","46","1:2016,"
"2066174820","15243","Morten Fjeld","163","1451","96","159","1112","20",\N
"695749453","14366","Lennart E. Nacke","192","6739","96","160","5346","23",\N
"752631410","15438","Nick Bryan Kinns","154","1092","95","161","769","16",\N
"2051023350","14428","Roel Vertegaal","155","5251","95","162","3898","28","16:2022,"
"208741313","15524","Christophe Kolski","187","684","95","163","423","11",\N
"2151173061","15382","Aaron Marcus","162","981","95","164","673","16","16:2009,"
"2165869076","15042","Carmen Santoro","127","2421","95","165","2263","22",\N
"2137555727","14329","Andrew Sears","153","4942","95","166","2891","25",\N
"191055115","14919","Katherine Isbister","174","2736","95","167","1580","17",\N
"2164847467","15095","Ian Oakley","149","2072","94","168","1430","20",\N
"2155357175","14447","Michita Imai","239","2777","94","169","1241","16",\N
"2052635854","14494","Paulo Novais","495","2478","94","170","350","9",\N
"2105865074","14299","Chris Baber","330","4414","93","171","895","17",\N
"2043622064","14265","Fillia Makedon","392","3660","93","172","418","10",\N
"2093104212","13789","Tobias HÃ¶llerer","245","6320","93","173","3320","22",\N
"2154258890","14264","Naoyuki Kubota","567","2800","93","174","339","10",\N
"2157611257","14321","Chris North","205","5674","93","175","3588","32",\N
"2168727892","13828","Desney S. Tan","243","9928","93","176","5845","48",\N
"100654205","15406","Peter Forbrig","195","972","93","177","614","14",\N
"2114180263","14844","Yuanchun Shi","252","2053","93","178","908","15",\N
"2119343948","13413","Steve Whittaker","209","10731","93","179","6670","41","1:2014,15:2014,16:2008,"
"2600428812","14629","Michael Weber","253","2957","93","180","971","17",\N
"718139899","14633","Ruth Aylett","277","3129","93","181","1059","16",\N
"98161917","15374","Wilko Heuten","173","1260","92","182","830","17",\N
"2155817728","15212","AndrÃ©s Lucero","147","1989","92","183","1519","19",\N
"2147601847","14909","Bruce N. Walker","202","2712","92","184","1017","18",\N
"2176357113","13483","Gerhard Fischer","267","10203","92","185","4852","34","1:2009,16:2007,"
"2054457065","15224","LuÃ­s CarriÃ§o","218","1192","92","186","677","13",\N
"2104241919","15669","Myounghoon Jeon","159","838","92","187","358","9",\N
"1987134293","14215","Jennifer Mankoff","146","5499","92","188","4405","35","16:2019,"
"1967546095","11275","Alex Pentland","748","71029","92","189","8237","41",\N
"2013328880","13646","Royce A. Levien","806","12531","92","190","952","18",\N
"2290731219","15047","Johannes SchÃ¶ning","151","2446","92","191","1215","19",\N
"2323039776","14952","Roope Raisamo","223","2260","92","192","971","19",\N
"2133187495","14845","Anna L. Cox","231","3260","91","193","2250","20",\N
"693463813","13895","David Traum","303","7295","91","194","2073","22",\N
"329055216","15603","Alexander Meschtscherjakov","146","967","90","195","673","14",\N
"295984705","13022","Joseph A. Paradiso","301","12498","90","196","2216","23",\N
"2136886846","14323","Ipke Wachsmuth","379","3441","90","197","645","15",\N
"2214760251","14409","Masahiko Inami","260","3034","90","198","1047","19",\N
"1994993811","14822","Massimo Zancanaro","177","2925","90","199","1907","24",\N
"1215408959","15316","Andreas Riener","182","1201","89","200","490","11",\N
"1976697852","14697","Wolfgang Minker","358","2208","89","201","488","13",\N
"2172094290","12776","George G. Robertson","206","16846","89","202","9457","44","1:2001,15:2013,16:2006,"
"2024429881","14291","Klaus Bengler","486","3221","89","203","426","12",\N
"2029452627","14899","Torsten Kuhlen","294","2062","89","204","478","11",\N
"2063803523","14402","Regan L. Mandryk","178","5679","89","205","4169","27",\N
"577445900","14059","Marc Hassenzahl","188","8043","89","206","4073","30",\N
"329107719","14859","Gilbert Cockton","134","2181","88","207","1436","20",\N
"91493192","14726","Erik Stolterman","167","3747","88","208","2170","22",\N
"2022334629","14683","Dirk Heylen","286","3299","88","209","1144","17",\N
"2050675000","14114","Gudrun Klinker","255","4050","88","210","1190","20",\N
