citingpaperid,citedpaperID,cite_function,num_Occur,cross_correlation,window_cross_correlation,year_diff,citingpaper_citation_count,citedpaper_citation_count,self_cite,similarity,jaccard_cocitation,jaccard_bibcoupling,average_section_citation,average_subsection_citation,average_sentence_citation,min_relative_pos_section,maxminusmin_relative_pos_section,min_relative_pos_subsection,maxminusmin_relative_pos_subsection,min_relative_pos_sentence,maxminusmin_relative_pos_sentence,cite_times_in_Abstract,cite_times_in_Introduction,cite_times_in_Related_Work,cite_times_in_Motivation,cite_times_in_Method,cite_times_in_Experiment,cite_times_in_Evaluation,cite_times_in_Conclusion,cite_times_in_Acknowledgement,key_phrase_1,key_phrase_2,key_phrase_3,key_phrase_4,key_phrase_5,key_phrase_6,key_phrase_7,key_phrase_8
A00-2021,W98-1505,Others,0,\N,-0.790569415,2,32,82,0,0.270745305,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1061,W97-0301,Others,1,0.008044572,-0.772427349,3,62,72,0,0.03849025,0.008547009,0,5.5,5.5,5.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1061,J93-2004,Others,1,-0.15835722,-0.988554427,7,62,5647,0,-0.118551263,0.002214349,0.0625,5.5,5.5,5.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1061,A94-1009,Others,1,0.468616971,-0.58722022,6,62,121,0,0.303503221,0,0.066666667,5.5,5.5,5.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1061,P92-1017,Others,1,\N,-0.912870929,8,62,67,0,0.318424068,0.013157895,0,5.5,5.5,5.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C00-2094,P95-1026,Others,1,0.211737579,-0.994181971,5,45,1726,0,0.350699022,0,0.071428571,1.5,0.5,0,0.222222222,0,0.344827586,0,1.745762712,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C00-2094,J94-4003,Others,1,0.38033816,0.740187842,6,45,292,0,0.477059165,0.016393443,0,1.5,0.5,-0.5,0.222222222,0,0.931034483,0,1.66359447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C00-2094,W97-0209,Others,1,\N,\N,3,45,,0,0.243694146,0.011904762,0,0,0,0,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C00-2094,kilgarriff-rosenzweig-2000-english,Others,0,0.117863541,-0.762653205,0,45,76,0,0.346567011,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
A00-2017,J95-4004,Others,1,\N,0.974024124,5,30,1416,0,0.231608554,0.006006006,0,13,4,0.5,0.25,0,0.534883721,0,1.776978417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-2017,P94-1013,Others,1,\N,0.683872549,6,30,357,0,0.080877917,0.017241379,0,13,4,0.5,0.25,0,0.534883721,0,1.830935252,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-2017,H94-1048,Others,1,\N,0.95799956,6,30,195,0,0.125537806,0,0,13,4,0.5,0.25,0,0.534883721,0,1.895683453,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A00-2017,P98-1035,Others,1,\N,0.770633474,2,30,160,0,0.279306902,0.018518519,0,13,4,1,0.25,0,0.604651163,0,1.209459459,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1017,P97-1041,Others,2,\N,\N,3,6,90,0,0.199065265,0,0.047619048,4.333333333,4.333333333,0,0.4,0,0.041666667,0.333333333,1.4,0.162937063,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
P00-1017,P99-1010,Others,1,\N,\N,1,6,62,0,0.294723762,0,0.052631579,3,3,0.5,0.4,0,0.083333333,0,1.009868421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P00-1017,W99-0629,Others,1,\N,\N,1,6,63,0,0.313598367,0.03030303,0.041666667,3,3,0,0.4,0,0.166666667,0,1.431372549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
P00-1017,C94-2195,Others,1,\N,\N,6,6,163,0,0.204130171,0,0.043478261,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1017,P98-1081,Others,1,\N,\N,2,6,95,0,0.233131477,0,0,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1017,W99-0623,Others,1,\N,\N,1,6,110,0,0.239381252,0,0.117647059,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1017,P98-2228,Others,1,\N,\N,2,6,54,0,0.194934825,0,0,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1017,P98-1029,Others,1,\N,\N,2,6,119,0,0.262703075,0,0.052631579,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P00-1062,P93-1023,Others,0,\N,-0.666666667,7,33,108,0,0.328580057,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1062,J96-1001,Others,0,\N,-0.344364988,4,33,429,0,0.127743098,0,0.029411765,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1062,P99-1068,Others,0,\N,-0.674625312,1,33,233,0,0.091417377,0.051282051,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1008,C96-1058,Others,0,\N,-0.637462718,4,31,514,0,0.117754365,0.013513514,0.083333333,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1008,P97-1003,Others,0,\N,0.771453196,3,31,690,0,0.264415758,0.015503876,0.307692308,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1008,2000.iwpt-1.4,Others,0,\N,\N,0,31,,0,0.208777153,0,0.153846154,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1008,J93-2004,Others,0,\N,-0.672360882,7,31,5647,0,0.043863439,0.001338091,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1008,C96-2215,Others,0,\N,-0.741825369,4,31,91,0,0.386520555,0.041666667,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1008,P95-1037,Others,0,\N,0.82338697,5,31,508,0,0.23571413,0.009756098,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P00-1008,H94-1052,Others,0,\N,-0.422577127,6,31,75,0,0.133470467,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
C00-1018,W97-1508,Others,0,\N,\N,3,3,,0,0.167663946,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
C00-1018,C96-2120,Others,1,\N,\N,4,3,110,0,0.195765639,0,0,2,1.5,0,0.555555556,0,0.444444444,0,1.114285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C00-1018,P94-1026,Others,1,\N,\N,6,3,28,0,0.280678441,0,0,0,0,0,0.666666667,0,0.75,0,1.183908046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C00-1018,P99-1035,Others,1,\N,\N,1,3,15,0,0.169401783,0,0,1,1,1,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C00-1018,P96-1030,Others,1,\N,\N,4,3,18,0,0.318026232,0,0.052631579,1,1,1,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W00-1803,C94-2163,Others,0,\N,\N,6,0,81,0,0.218100718,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
W00-1803,J98-2006,Others,0,\N,\N,2,0,97,0,0.27330045,0,0.1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
W00-1803,W98-1301,Others,0,\N,\N,2,0,48,0,0.446001428,0,0.3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
W00-1805,W94-0202,Others,0,\N,\N,6,3,7,0,0.243444609,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
W00-1805,W97-1107,Others,0,\N,\N,3,3,136,0,0.141788534,0.083333333,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P94-1038,J92-4003,Others,1,-0.131427146,0.884879527,2,113,2311,0,0.344407857,0.018731988,0,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1038,P93-1024,Others,1,0.315899647,0.938508706,1,113,967,1,0.321651367,0.067567568,0.272727273,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1038,P93-1022,Others,1,0.473992887,0.955103296,1,113,113,1,0.392020874,0.171875,0.111111111,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1038,C92-2066,Others,0,0.472617824,0.740871871,2,113,129,0,0.341908285,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P94-1038,H92-1021,Others,4,\N,-0.940897557,2,113,34,0,0.27351938,0.0625,0,9.4,9.4,0.2,0.333333333,0,0.607476636,0.168224299,1.463917526,0.301707474,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1038,H91-1055,Others,1,\N,\N,3,113,14,0,0.21540384,0,0,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1038,H93-1050,Others,1,\N,-0.590192749,1,113,29,0,0.412605567,0.05,0,2,2,2,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1038,P93-1005,Others,1,0.098096856,-0.875115474,1,113,145,0,0.136987971,0.011235955,0.055555556,5.5,5.5,-0.5,0.333333333,0,0.85046729,0,1.806722689,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1046,J88-2006,Others,1,\N,\N,6,8,187,0,0.34185636,0,0,3.5,3.5,3.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1046,P93-1010,Others,1,\N,\N,1,8,46,0,0.404795253,0.076923077,0.076923077,3.5,3.5,3.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C94-1078,J90-1004,Others,0,\N,\N,4,5,0,0,0.627133654,0,0.25,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
C94-1078,C88-2150,Others,0,\N,\N,6,5,45,0,0.48003553,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
C94-1078,C90-2060,Others,0,\N,\N,4,5,13,0,0.242112903,0,0.083333333,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P94-1008,P93-1009,Others,5,\N,\N,1,11,29,1,0.354519731,0,0.285714286,23.16666667,12.33333333,0.833333333,0.5,0,0.091397849,0.860983103,1.125714286,0.795338346,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
P94-1008,J90-1001,Others,1,\N,\N,4,11,63,0,0.29086976,0,0,13.5,10,-0.5,0.5,0,0.010752688,0,1.879194631,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1008,C88-2120,Others,1,\N,\N,6,11,73,0,0.405471486,0,0,13.5,10,0.5,0.5,0,0.279569892,0,1.617801047,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1008,E93-1025,Others,0,\N,\N,1,11,32,1,0.362638877,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P94-1040,J87-1004,Others,1,\N,-0.766032346,7,37,183,0,0.208949867,0.034482759,0.037037037,10.5,10.5,-0.5,0.4,0,0.081081081,0,1.105105105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1040,W89-0228,Others,1,\N,\N,5,37,3,0,0.405071722,0,0,9,9,9,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1040,P91-1041,Others,1,\N,0.682103163,3,37,37,0,0.319478327,0.0625,0,9,9,9,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1040,P81-1022,Others,1,\N,\N,13,37,0,0,0.431585603,0,0,9,9,9,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1040,P91-1014,Others,3,\N,-0.389249472,3,37,28,0,0.28456358,0,0.25,11.5,11.5,-0.25,0.4,0.2,0.054054054,0.345945946,1.016157989,0.887585326,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
P94-1040,W89-0220,Others,1,\N,\N,5,37,9,0,0.269195878,0,0,9,9,9,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1040,W89-0221,Others,1,\N,\N,5,37,6,0,0.243650666,0,0,10.5,10.5,-0.5,0.4,0,0.689189189,0,1.534759358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P94-1048,T87-1035,Others,0,\N,\N,7,1,1,0,0.036249935,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
C94-1022,T87-1035,Others,0,\N,\N,7,10,1,0,0.088975913,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
P94-1001,J86-3001,Others,1,0.641749194,0.966520424,8,186,2146,0,0.322068556,0,0,9,9,9,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C94-2204,T87-1035,Others,0,\N,\N,7,4,1,0,0.327741457,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
C94-1082,J93-1002,Others,1,\N,0.798906054,1,15,191,0,0.326381844,0,0,1.5,1.5,1.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P93-1024,P90-1034,Others,1,0.756934612,0.989894327,3,967,500,0,0.380824789,0.115853659,0.142857143,3.5,3.5,-0.5,0.285714286,0,0.037878788,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P93-1024,A88-1019,Others,1,0.219297036,0.948422627,5,967,875,0,0.036838482,0.018404908,0,3.5,3.5,0,0.285714286,0,0.090909091,0,1.504587156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P93-1024,C92-2066,Others,0,0.127229028,0.941070641,1,967,129,0,0.297189674,0.003546099,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
W94-0101,1983.tc-1.13,Others,1,\N,\N,11,\N,1,0,0.356435048,0,0,3,0.5,-0.5,0.333333333,0,0.014705882,0,1.372180451,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,E89-1035,Others,1,\N,\N,5,\N,13,0,0.161632238,0,0,7.5,7.5,7.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,P93-1035,Others,1,\N,\N,1,\N,74,0,0.272942365,0,0,3,0.5,-0.5,0.333333333,0,0.264705882,0,1.886792453,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,P93-1024,Others,1,\N,\N,1,\N,967,0,0.002885202,0,0.047619048,7.5,7.5,7.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,J94-4005,Others,1,\N,\N,0,\N,69,1,0.138795306,0,0.178571429,7.5,7.5,7.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,J90-2002,Others,1,\N,\N,4,\N,1411,0,0.452862586,0,0.052631579,3,0,-0.5,0.333333333,0,0.271186441,0,1.591549296,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,A92-1001,Others,1,\N,\N,2,\N,162,1,0.245373515,0,0.052631579,7.5,7.5,7.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,J88-1004,Others,1,\N,\N,6,\N,72,0,0.198544759,0,0.052631579,7.5,7.5,7.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,P93-1022,Others,1,\N,\N,1,\N,113,0,0.120452069,0,0.076923077,7.5,7.5,7.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,1993.tmi-1.1,Others,1,\N,\N,1,\N,,0,0.16194285,0,0.08,3,0.5,-0.5,0.333333333,0,0.586734694,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,J94-4003,Others,1,\N,\N,0,\N,292,0,0.255087377,0,0.088235294,7.5,7.5,7.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,P92-1023,Others,1,\N,\N,2,\N,33,0,0.200631237,0,0.035714286,7.5,7.5,7.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,J93-1005,Others,1,\N,\N,1,\N,420,0,0.291662878,0,0,7.5,7.5,7.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W94-0101,P92-1005,Others,1,\N,\N,2,\N,100,1,0.143994157,0,0,3,0,-0.5,0.333333333,0,0.203389831,0,1.868292683,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P89-1031,T87-1035,Others,0,\N,\N,2,85,1,0,0.1970412,0.017241379,0.0625,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
C94-1053,T87-1035,Others,0,\N,\N,7,15,1,0,0.089432928,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
C94-2140,T87-1035,Others,0,\N,\N,7,0,1,0,0.048493689,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
E95-1024,T87-1042,Others,1,\N,\N,8,5,44,0,0.376718358,0,0,6,5.5,-0.5,0.333333333,0,0.032258065,0,1.876811594,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1024,C88-2128,Others,2,\N,\N,7,5,132,0,0.353909087,0,0.076923077,8.333333333,7.666666667,0.333333333,0.333333333,0,0.064516129,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1024,P92-1011,Others,0,\N,\N,3,5,9,0,0.276403285,0.166666667,0.071428571,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
E95-1024,C90-3017,Others,1,\N,\N,5,5,22,0,0.396533704,0,0.1,6,5.5,-0.5,0.333333333,0,0.193548387,0,1.857142857,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1024,J90-1004,Others,0,\N,\N,5,5,0,0,0.288925161,0,0.090909091,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
E95-1024,C94-2154,Others,1,\N,\N,1,5,14,1,0.188246285,0.2,0,6,5.5,-0.5,0.333333333,0,0.887096774,0,1.838888889,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
E95-1028,E95-1044,Others,1,\N,\N,0,22,4,0,0.161768148,0,0,8,4,0.5,0,0,0.979166667,0,1.633540373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1016,P90-1004,Others,1,\N,0.569275043,5,44,59,0,-0.057267757,0.019607843,0,22.5,22.5,1,0.333333333,0,0.036082474,0,1.631728045,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1016,A92-1013,Others,2,\N,\N,3,44,27,0,0.374386815,0.032258065,0.045454545,30.33333333,30.33333333,1.666666667,0.333333333,0,0.036082474,0,1.932011331,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1016,C94-2123,Others,10,\N,\N,1,44,11,0,0.614578777,0.035714286,0.4,41.72727273,41.72727273,3,0.333333333,0,0.056701031,0.582474227,1,0.766666667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1016,J93-1003,Others,2,\N,\N,2,44,0,0,0.362900543,0.014792899,0,30.33333333,30.33333333,3,0.333333333,0,0.5,0,1.509615385,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1016,J90-1003,Others,2,\N,0.890964351,5,44,2748,0,0.207028691,0.005856515,0.083333333,30.33333333,30.33333333,3,0.333333333,0,0.5,0,1.807692308,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1016,H91-1026,Others,2,\N,-0.968573713,4,44,279,0,0.058538951,0,0,30.33333333,30.33333333,3,0.333333333,0,0.5,0,1.916666667,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1016,C92-2099,Others,1,\N,-0.824762122,3,44,63,0,0.32141322,0.020833333,0,22.5,22.5,1.5,0.333333333,0,0.680412371,0,1.134259259,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1032,E93-1025,Others,3,\N,\N,2,15,32,0,0.275835227,0.333333333,0,14,3.75,1,0.25,0,0.242424242,0.471861472,1,0.753012048,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1032,P92-1005,Extends,5,\N,\N,3,15,100,1,0.385335993,0,0.090909091,15.66666667,4.166666667,-0.166666667,0.25,0,0,0.878787879,1.516666667,0.342424242,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1032,P93-1009,Others,3,\N,\N,2,15,29,0,0.235101875,0,0.090909091,14,3.75,1,0.25,0,0.242424242,0.471861472,1,0.753012048,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1032,E93-1018,Others,1,\N,\N,2,15,4,0,0.141568622,0,0,9,1.5,-0.5,0.25,0,0.285714286,0,1.329113924,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1032,P94-1003,Others,1,\N,\N,1,15,25,0,0.182171241,0,0.1,9,3,0.5,0.25,0,0.383333333,0,1.855421687,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1032,P92-1002,Others,1,\N,\N,3,15,9,0,0.336479185,0,0,9,3,-0.5,0.25,0,0.5,0,1.878289474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1005,E93-1013,Others,3,\N,\N,2,5,49,1,0.415874522,0,0,8,8,0.5,0.25,0,0.019230769,0.596153846,1.11328125,0.127725944,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
E95-1035,P93-1010,Others,2,\N,0.538381902,2,56,46,0,0.472723839,0.125,0.058823529,9,9,0.333333333,0.333333333,0,0.030701754,0.785087719,1.279329609,0.449661988,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1035,C88-2120,Extends,1,\N,0.748455199,7,56,73,0,0.412799899,0,0.090909091,0.5,0.5,0.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1035,P91-1008,Others,1,0.009878899,-0.567281685,4,56,105,0,0.259014661,0.02,0.125,6.5,6.5,0,0.333333333,0,0.706140351,0,1.172897196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1035,P83-1007,Others,1,0.102669784,0.868599036,12,56,309,0,0.138918613,0.00877193,0,6.5,6.5,0,0.333333333,0,0.539473684,0,1.818897638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1035,J91-1002,Others,1,0.546824227,-0.768680649,4,56,794,0,0.165897774,0,0,0.5,0.5,0.5,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1011,P85-1018,Others,1,\N,\N,10,10,138,0,0.45231933,0,0.058823529,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1011,P85-1017,Others,1,\N,\N,10,10,51,0,0.359836692,0,0.0625,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E95-1011,P85-1016,Others,1,\N,\N,10,10,31,0,0.195568204,0,0,4,4,4,-2,0,-2,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
