graph_labels,name,PaperCount_ARC,CitationCount_ARC,hIndex_ARC
1,193,74.0,11.08108108108108,16.0
0,58,123.0,20.78048780487805,27.0
0,154,81.0,21.765432098765434,19.0
0,158,81.0,14.08641975308642,18.0
1,66,115.0,53.22608695652174,34.0
0,65,119.0,5.689075630252101,14.0
0,187,75.0,48.2,24.0
1,147,82.0,30.365853658536587,27.0
0,188,75.0,106.74666666666667,31.0
1,8,223.0,207.02690582959642,76.0
0,122,89.0,12.404494382022472,16.0
0,36,150.0,89.53333333333333,47.0
1,132,87.0,75.29885057471265,31.0
0,105,97.0,5.639175257731959,12.0
1,61,121.0,38.446280991735534,30.0
0,161,80.0,10.7625,16.0
0,209,72.0,17.5,17.0
0,83,106.0,12.216981132075471,21.0
0,29,168.0,13.523809523809524,28.0
0,47,138.0,10.91304347826087,19.0
0,145,84.0,22.0,19.0
0,71,113.0,22.36283185840708,26.0
0,134,86.0,6.965116279069767,13.0
1,114,94.0,15.23404255319149,18.0
1,3,251.0,53.19521912350598,46.0
0,133,87.0,16.850574712643677,17.0
0,87,105.0,6.580952380952381,15.0
0,160,80.0,7.8625,14.0
0,62,120.0,28.208333333333332,27.0
0,138,85.0,47.95294117647059,32.0
0,129,87.0,49.195402298850574,23.0
0,185,75.0,43.88,20.0
0,206,73.0,11.205479452054794,16.0
0,172,77.0,7.753246753246753,12.0
0,182,76.0,12.618421052631579,16.0
0,159,80.0,12.3625,13.0
0,4,247.0,20.931174089068826,38.0
0,13,204.0,19.269607843137255,28.0
0,48,135.0,17.385185185185186,25.0
0,142,84.0,14.023809523809524,17.0
0,117,92.0,34.66304347826087,27.0
1,74,112.0,22.732142857142858,25.0
0,130,87.0,15.436781609195402,19.0
0,201,73.0,14.95890410958904,20.0
0,116,92.0,8.5,15.0
0,110,95.0,16.063157894736843,19.0
0,157,81.0,8.25925925925926,15.0
0,14,202.0,15.57920792079208,34.0
0,199,73.0,13.479452054794521,15.0
0,68,115.0,32.07826086956522,27.0
1,128,87.0,23.20689655172414,22.0
0,28,171.0,14.543859649122806,26.0
1,9,223.0,21.632286995515695,29.0
0,57,126.0,14.722222222222221,22.0
0,93,103.0,18.92233009708738,22.0
1,180,77.0,125.28571428571429,38.0
1,103,99.0,33.14141414141414,29.0
0,53,129.0,33.627906976744185,34.0
0,148,82.0,3.1097560975609757,6.0
0,126,88.0,23.761363636363637,20.0
1,32,154.0,47.18181818181818,40.0
0,97,101.0,5.920792079207921,13.0
0,150,81.0,20.62962962962963,19.0
1,11,214.0,27.046728971962615,37.0
0,99,100.0,26.35,22.0
0,198,73.0,9.054794520547945,15.0
0,170,78.0,29.44871794871795,20.0
1,46,139.0,46.66187050359712,35.0
0,115,93.0,13.161290322580646,16.0
0,44,140.0,9.028571428571428,14.0
0,204,73.0,21.164383561643834,23.0
0,85,106.0,10.320754716981131,17.0
1,30,163.0,58.20245398773006,47.0
0,166,79.0,5.6835443037974684,11.0
0,190,74.0,68.85135135135135,20.0
0,109,95.0,4.505263157894737,11.0
0,207,73.0,36.43835616438356,22.0
0,76,110.0,34.32727272727273,26.0
0,184,76.0,10.447368421052632,18.0
0,17,199.0,14.809045226130653,24.0
1,80,108.0,50.4537037037037,34.0
0,108,95.0,5.757894736842105,12.0
0,125,89.0,14.112359550561798,17.0
0,171,78.0,27.628205128205128,16.0
0,55,128.0,20.6953125,26.0
0,82,107.0,52.80373831775701,24.0
0,192,74.0,8.256756756756756,13.0
0,127,88.0,13.090909090909092,17.0
1,91,103.0,34.47572815533981,31.0
0,164,80.0,14.3375,17.0
1,208,72.0,17.75,17.0
0,124,89.0,45.07865168539326,27.0
1,42,144.0,42.125,38.0
1,104,98.0,33.765306122448976,25.0
0,140,85.0,8.847058823529412,12.0
1,23,188.0,50.079787234042556,34.0
0,69,114.0,9.657894736842104,19.0
0,64,119.0,8.605042016806722,16.0
0,77,110.0,27.345454545454544,26.0
1,212,71.0,150.6056338028169,36.0
1,92,103.0,21.49514563106796,28.0
0,153,81.0,78.4320987654321,25.0
0,22,189.0,31.052910052910054,41.0
0,27,173.0,17.0,25.0
1,33,154.0,48.62337662337662,49.0
0,63,119.0,12.201680672268907,20.0
0,40,146.0,27.328767123287673,30.0
0,167,79.0,8.708860759493671,13.0
0,131,87.0,31.080459770114942,24.0
0,18,194.0,19.27319587628866,32.0
1,12,210.0,43.695238095238096,49.0
0,155,81.0,18.209876543209877,21.0
0,176,77.0,5.1558441558441555,12.0
0,54,129.0,42.02325581395349,20.0
0,34,152.0,31.63157894736842,32.0
1,73,112.0,19.758928571428573,24.0
0,173,77.0,12.272727272727273,17.0
0,21,189.0,92.28042328042328,43.0
1,102,99.0,40.17171717171717,33.0
0,143,84.0,8.154761904761905,14.0
0,43,143.0,24.16083916083916,29.0
0,1,296.0,5.118243243243243,20.0
1,15,202.0,17.128712871287128,30.0
1,31,163.0,53.49693251533742,45.0
1,39,146.0,43.294520547945204,38.0
1,194,74.0,45.83783783783784,22.0
1,118,91.0,72.27472527472527,37.0
0,120,90.0,33.31111111111111,19.0
0,169,78.0,25.115384615384617,25.0
0,81,107.0,34.6822429906542,31.0
0,174,77.0,18.571428571428573,19.0
0,72,113.0,4.646017699115045,13.0
0,89,104.0,10.288461538461538,15.0
0,19,193.0,10.0,22.0
0,146,83.0,6.493975903614458,11.0
0,203,73.0,35.50684931506849,25.0
0,111,94.0,26.819148936170212,21.0
0,178,77.0,31.636363636363637,23.0
0,191,74.0,10.0,16.0
0,197,73.0,9.04109589041096,13.0
0,75,111.0,8.64864864864865,16.0
0,88,104.0,17.51923076923077,22.0
0,186,75.0,18.906666666666666,22.0
