"2020.acl-main.231","D17-1113","1"
"C04-1180","E03-1071","0.311111"
"E03-1071","C04-1180","0.311111"
"C04-1180","J07-4004","11.7333"
"J07-4004","C04-1180","11.7333"
"C04-1180","P10-1036","0.2"
"P10-1036","C04-1180","0.2"
"C04-1180","W07-2206","0.2"
"W07-2206","C04-1180","0.2"
"E03-1071","J07-4004","2.1"
"J07-4004","E03-1071","2.1"
"E03-1071","P10-1036","0.2"
"P10-1036","E03-1071","0.2"
"E03-1071","W07-2206","0.2"
"W07-2206","E03-1071","0.2"
"J07-4004","P10-1036","2.24286"
"P10-1036","J07-4004","2.24286"
"J07-4004","W07-2206","0.9"
"W07-2206","J07-4004","0.9"
"P10-1036","W07-2206","0.4"
"W07-2206","P10-1036","0.4"
"J07-4004","P02-1042","5.33333"
"P02-1042","J07-4004","5.33333"
"P02-1042","W02-2203","0.333333"
"W02-2203","P02-1042","0.333333"
"C04-1041","D08-1059","1.56667"
"D08-1059","C04-1041","1.56667"
"C04-1041","P11-1069","2.40952"
"P11-1069","C04-1041","2.40952"
"C04-1041","P14-1021","1.20952"
"P14-1021","C04-1041","1.20952"
"D08-1059","J07-4004","2.53333"
"J07-4004","D08-1059","2.53333"
"D08-1059","N16-1025","0.166667"
"N16-1025","D08-1059","0.166667"
"D08-1059","P11-1069","2.57619"
"P11-1069","D08-1059","2.57619"
"D08-1059","P14-1021","0.709524"
"P14-1021","D08-1059","0.709524"
"D08-1059","P15-2041","0.366667"
"P15-2041","D08-1059","0.366667"
"J07-4004","P11-1069","4.67619"
"P11-1069","J07-4004","4.67619"
"J07-4004","P14-1021","3.35952"
"P14-1021","J07-4004","3.35952"
"N16-1025","P11-1069","0.866667"
"P11-1069","N16-1025","0.866667"
"N16-1025","P14-1021","0.866667"
"P14-1021","N16-1025","0.866667"
"P11-1069","P14-1021","2.16905"
"P14-1021","P11-1069","2.16905"
"P11-1069","P15-2041","0.783333"
"P15-2041","P11-1069","0.783333"
"P14-1021","P15-2041","0.783333"
"P15-2041","P14-1021","0.783333"
"C04-1041","W09-3825","1.36667"
"W09-3825","C04-1041","1.36667"
"C04-1041","N06-1019","0.444444"
"N06-1019","C04-1041","0.444444"
"C04-1041","W04-3215","1.50397"
"W04-3215","C04-1041","1.50397"
"C04-1180","N06-1019","0.111111"
"N06-1019","C04-1180","0.111111"
"C04-1180","P02-1042","2.02778"
"P02-1042","C04-1180","2.02778"
"C04-1180","P04-1014","11.0278"
"P04-1014","C04-1180","11.0278"
"C04-1180","P06-1088","0.111111"
"P06-1088","C04-1180","0.111111"
"C04-1180","P07-1032","0.361111"
"P07-1032","C04-1180","0.361111"
"C04-1180","W03-1013","3.44444"
"W03-1013","C04-1180","3.44444"
"C04-1180","W04-3215","1.86111"
"W04-3215","C04-1180","1.86111"
"E03-1071","N06-1019","0.111111"
"N06-1019","E03-1071","0.111111"
"E03-1071","P02-1042","3.77778"
"P02-1042","E03-1071","3.77778"
"E03-1071","P04-1014","2.42063"
"P04-1014","E03-1071","2.42063"
"E03-1071","P06-1088","1.5873"
"P06-1088","E03-1071","1.5873"
"E03-1071","P07-1032","0.253968"
"P07-1032","E03-1071","0.253968"
"E03-1071","W03-1013","0.777778"
"W03-1013","E03-1071","0.777778"
"E03-1071","W04-3215","0.253968"
"W04-3215","E03-1071","0.253968"
"N06-1019","P02-1042","0.311111"
"P02-1042","N06-1019","0.311111"
"N06-1019","P04-1014","0.444444"
"P04-1014","N06-1019","0.444444"
"N06-1019","P06-1088","0.111111"
"P06-1088","N06-1019","0.111111"
"N06-1019","P07-1032","0.444444"
"P07-1032","N06-1019","0.444444"
"N06-1019","W03-1013","0.111111"
"W03-1013","N06-1019","0.111111"
"N06-1019","W04-3215","0.111111"
"W04-3215","N06-1019","0.111111"
"P02-1042","P06-1088","0.111111"
"P06-1088","P02-1042","0.111111"
"P02-1042","P07-1032","0.811111"
"P07-1032","P02-1042","0.811111"
"P02-1042","W04-3215","0.611111"
"W04-3215","P02-1042","0.611111"
"P04-1014","P06-1088","0.920635"
"P06-1088","P04-1014","0.920635"
"P04-1014","P07-1032","3.0873"
"P07-1032","P04-1014","3.0873"
"P04-1014","W04-3215","2.75397"
"W04-3215","P04-1014","2.75397"
"P06-1088","P07-1032","1.92063"
"P07-1032","P06-1088","1.92063"
"P06-1088","W03-1013","0.111111"
"W03-1013","P06-1088","0.111111"
"P06-1088","W04-3215","0.587302"
"W04-3215","P06-1088","0.587302"
"P07-1032","W03-1013","1.11111"
"W03-1013","P07-1032","1.11111"
"P07-1032","W04-3215","1.0873"
"W04-3215","P07-1032","1.0873"
"W03-1013","W04-3215","0.611111"
"W04-3215","W03-1013","0.611111"
"C04-1041","C10-2168","1.56667"
"C10-2168","C04-1041","1.56667"
"C10-2168","W07-2206","0.7"
"W07-2206","C10-2168","0.7"
"C04-1041","E03-1008","1.83333"
"E03-1008","C04-1041","1.83333"
"E03-1008","P04-1014","0.583333"
"P04-1014","E03-1008","0.583333"
"E03-1008","W03-1013","0.25"
"W03-1013","E03-1008","0.25"
"E03-1008","W04-3215","0.25"
"W04-3215","E03-1008","0.25"
"C04-1041","D09-1085","0.2"
"D09-1085","C04-1041","0.2"
"D08-1059","D09-1085","1.76667"
"D09-1085","D08-1059","1.76667"
"D08-1059","E03-1071","0.2"
"E03-1071","D08-1059","0.2"
"D08-1059","W09-3825","6.24286"
"W09-3825","D08-1059","6.24286"
"D09-1085","E03-1071","0.2"
"E03-1071","D09-1085","0.2"
"D09-1085","J07-4004","9.11667"
"J07-4004","D09-1085","9.11667"
"D09-1085","W09-3825","0.816667"
"W09-3825","D09-1085","0.816667"
"E03-1071","W09-3825","0.2"
"W09-3825","E03-1071","0.2"
"J07-4004","W09-3825","1.01667"
"W09-3825","J07-4004","1.01667"
"P02-1042","P11-1069","1.75"
"P11-1069","P02-1042","1.75"
"P02-1042","P14-1021","1.18333"
"P14-1021","P02-1042","1.18333"
"C04-1041","W03-0407","0.25"
"W03-0407","C04-1041","0.25"
"D08-1050","E03-1008","2.25"
"E03-1008","D08-1050","2.25"
"D08-1050","W03-0407","1.75"
"W03-0407","D08-1050","1.75"
"E03-1008","J07-4004","0.75"
"J07-4004","E03-1008","0.75"
"E03-1008","W03-0407","7.45"
"W03-0407","E03-1008","7.45"
"J07-4004","W03-0407","1.5"
"W03-0407","J07-4004","1.5"
"J07-4004","P04-1014","7.16667"
"P04-1014","J07-4004","7.16667"
"P04-1014","P10-1036","0.25"
"P10-1036","P04-1014","0.25"
"P04-1014","W02-2203","1.75"
"W02-2203","P04-1014","1.75"
"P10-1036","W02-2203","0.616667"
"W02-2203","P10-1036","0.616667"
"C10-2168","J07-4004","1.4"
"J07-4004","C10-2168","1.4"
"C10-2168","P10-1036","1.56667"
"P10-1036","C10-2168","1.56667"
"C10-2168","W02-2203","0.366667"
"W02-2203","C10-2168","0.366667"
"W02-2203","W07-2206","0.2"
"W07-2206","W02-2203","0.2"
"C10-2168","E03-1071","0.5"
"E03-1071","C10-2168","0.5"
"J07-4004","W07-1202","2.41667"
"W07-1202","J07-4004","2.41667"
"J07-4004","P07-1032","2.78333"
"P07-1032","J07-4004","2.78333"
"P07-1032","P11-1069","1.61667"
"P11-1069","P07-1032","1.61667"
"P07-1032","P14-1021","0.2"
"P14-1021","P07-1032","0.2"
"C04-1041","P07-2009","0.142857"
"P07-2009","C04-1041","0.142857"
"D08-1050","P06-1088","0.47619"
"P06-1088","D08-1050","0.47619"
"D08-1050","P07-2009","0.142857"
"P07-2009","D08-1050","0.142857"
"D08-1050","P10-1036","0.72619"
"P10-1036","D08-1050","0.72619"
"D08-1050","P11-1069","0.559524"
"P11-1069","D08-1050","0.559524"
"D08-1050","P14-1021","0.559524"
"P14-1021","D08-1050","0.559524"
"J07-4004","P07-2009","6.14286"
"P07-2009","J07-4004","6.14286"
"P06-1088","P07-2009","0.142857"
"P07-2009","P06-1088","0.142857"
"P06-1088","P10-1036","0.142857"
"P10-1036","P06-1088","0.142857"
"P06-1088","P11-1069","0.142857"
"P11-1069","P06-1088","0.142857"
"P06-1088","P14-1021","0.142857"
"P14-1021","P06-1088","0.142857"
"P07-2009","P10-1036","0.142857"
"P10-1036","P07-2009","0.142857"
"P07-2009","P11-1069","0.642857"
"P11-1069","P07-2009","0.642857"
"P07-2009","P14-1021","0.142857"
"P14-1021","P07-2009","0.142857"
"P10-1036","P11-1069","0.592857"
"P11-1069","P10-1036","0.592857"
"P10-1036","P14-1021","0.392857"
"P14-1021","P10-1036","0.392857"
"C04-1041","J11-1005","0.166667"
"J11-1005","C04-1041","0.166667"
"C10-2168","J11-1005","0.866667"
"J11-1005","C10-2168","0.866667"
"C10-2168","P15-2041","0.166667"
"P15-2041","C10-2168","0.166667"
"C10-2168","W09-3825","0.166667"
"W09-3825","C10-2168","0.166667"
"J11-1005","P10-1036","0.166667"
"P10-1036","J11-1005","0.166667"
"J11-1005","P15-2041","0.166667"
"P15-2041","J11-1005","0.166667"
"J11-1005","W02-2203","0.166667"
"W02-2203","J11-1005","0.166667"
"J11-1005","W09-3825","8.14286"
"W09-3825","J11-1005","8.14286"
"P10-1036","P15-2041","1.16667"
"P15-2041","P10-1036","1.16667"
"P10-1036","W09-3825","0.166667"
"W09-3825","P10-1036","0.166667"
"P15-2041","W09-3825","0.166667"
"W09-3825","P15-2041","0.166667"
"W02-2203","W09-3825","0.166667"
"W09-3825","W02-2203","0.166667"
"C10-2168","P02-1042","0.2"
"P02-1042","C10-2168","0.2"
"C10-2168","P11-1069","0.2"
"P11-1069","C10-2168","0.2"
"P02-1042","P10-1036","0.2"
"P10-1036","P02-1042","0.2"
"E03-1008","N06-1019","0.333333"
"N06-1019","E03-1008","0.333333"
"P15-2041","W04-3215","0.5"
"W04-3215","P15-2041","0.5"
"C04-1041","W03-0424","0.142857"
"W03-0424","C04-1041","0.142857"
"E03-1071","W03-0424","4.14286"
"W03-0424","E03-1071","4.14286"
"E03-1071","W07-1202","0.142857"
"W07-1202","E03-1071","0.142857"
"P04-1014","W03-0424","1.14286"
"W03-0424","P04-1014","1.14286"
"P04-1014","W07-1202","1.14286"
"W07-1202","P04-1014","1.14286"
"P06-1088","W03-0424","0.142857"
"W03-0424","P06-1088","0.142857"
"P06-1088","W07-1202","0.642857"
"W07-1202","P06-1088","0.642857"
"P07-1032","W03-0424","0.142857"
"W03-0424","P07-1032","0.142857"
"P07-1032","W07-1202","0.142857"
"W07-1202","P07-1032","0.142857"
"W03-0424","W04-3215","0.142857"
"W04-3215","W03-0424","0.142857"
"W03-0424","W07-1202","0.142857"
"W07-1202","W03-0424","0.142857"
"W04-3215","W07-1202","0.142857"
"W07-1202","W04-3215","0.142857"
"C04-1180","W02-2203","1.5"
"W02-2203","C04-1180","1.5"
"C04-1180","W03-0424","0.5"
"W03-0424","C04-1180","0.5"
"J07-4004","W03-0424","0.5"
"W03-0424","J07-4004","0.5"
"C04-1180","D11-1106","0.333333"
"D11-1106","C04-1180","0.333333"
"D11-1106","J07-4004","1.7"
"J07-4004","D11-1106","1.7"
"D11-1106","W03-1013","0.333333"
"W03-1013","D11-1106","0.333333"
"J07-4004","W03-1013","2.33333"
"W03-1013","J07-4004","2.33333"
"C04-1180","D10-1082","0.166667"
"D10-1082","C04-1180","0.166667"
"C04-1180","E12-1075","0.166667"
"E12-1075","C04-1180","0.166667"
"C04-1180","J11-1005","0.166667"
"J11-1005","C04-1180","0.166667"
"C04-1180","P08-1101","0.166667"
"P08-1101","C04-1180","0.166667"
"C04-1180","W07-1202","0.166667"
"W07-1202","C04-1180","0.166667"
"D10-1082","E12-1075","0.166667"
"E12-1075","D10-1082","0.166667"
"D10-1082","J07-4004","0.366667"
"J07-4004","D10-1082","0.366667"
"D10-1082","J11-1005","4.84286"
"J11-1005","D10-1082","4.84286"
"D10-1082","P08-1101","12.2095"
"P08-1101","D10-1082","12.2095"
"D10-1082","W07-1202","0.166667"
"W07-1202","D10-1082","0.166667"
"E12-1075","J07-4004","0.366667"
"J07-4004","E12-1075","0.366667"
"E12-1075","J11-1005","1.33333"
"J11-1005","E12-1075","1.33333"
"E12-1075","P08-1101","0.166667"
"P08-1101","E12-1075","0.166667"
"E12-1075","W07-1202","0.166667"
"W07-1202","E12-1075","0.166667"
"J07-4004","J11-1005","0.533333"
"J11-1005","J07-4004","0.533333"
"J07-4004","P08-1101","1.36667"
"P08-1101","J07-4004","1.36667"
"J11-1005","P08-1101","2.50952"
"P08-1101","J11-1005","2.50952"
"J11-1005","W07-1202","0.166667"
"W07-1202","J11-1005","0.166667"
"P08-1101","W07-1202","0.166667"
"W07-1202","P08-1101","0.166667"
"C04-1180","D08-1059","0.2"
"D08-1059","C04-1180","0.2"
"C04-1180","D09-1085","1.2"
"D09-1085","C04-1180","1.2"
"C04-1180","P09-2014","0.2"
"P09-2014","C04-1180","0.2"
"C04-1180","W09-3825","0.2"
"W09-3825","C04-1180","0.2"
"D08-1059","P09-2014","0.2"
"P09-2014","D08-1059","0.2"
"D09-1085","P09-2014","0.45"
"P09-2014","D09-1085","0.45"
"J07-4004","P09-2014","1.45"
"P09-2014","J07-4004","1.45"
"P09-2014","W09-3825","0.2"
"W09-3825","P09-2014","0.2"
"C04-1180","J02-2003","0.5"
"J02-2003","C04-1180","0.5"
"J02-2003","J07-4004","1.83333"
"J07-4004","J02-2003","1.83333"
"C04-1180","P07-2009","1.5"
"P07-2009","C04-1180","1.5"
"P04-1014","P07-2009","5.5"
"P07-2009","P04-1014","5.5"
"C04-1180","W11-0114","1"
"W11-0114","C04-1180","1"
"C10-2168","D10-1082","0.2"
"D10-1082","C10-2168","0.2"
"C10-2168","E03-1008","0.2"
"E03-1008","C10-2168","0.2"
"C10-2168","P08-1101","0.2"
"P08-1101","C10-2168","0.2"
"C10-2168","W03-0407","0.2"
"W03-0407","C10-2168","0.2"
"D10-1082","E03-1008","0.2"
"E03-1008","D10-1082","0.2"
"D10-1082","W03-0407","0.2"
"W03-0407","D10-1082","0.2"
"E03-1008","J11-1005","0.2"
"J11-1005","E03-1008","0.2"
"E03-1008","P08-1101","0.2"
"P08-1101","E03-1008","0.2"
"J11-1005","W03-0407","0.2"
"W03-0407","J11-1005","0.2"
"P08-1101","W03-0407","0.2"
"W03-0407","P08-1101","0.2"
"C10-2168","P07-1032","0.5"
"P07-1032","C10-2168","0.5"
"J11-1005","P07-1032","0.666667"
"P07-1032","J11-1005","0.666667"
"C12-1031","C12-1032","0.666667"
"C12-1032","C12-1031","0.666667"
"C12-1031","N10-1084","1.16667"
"N10-1084","C12-1031","1.16667"
"C12-1032","N10-1084","0.666667"
"N10-1084","C12-1032","0.666667"
"C12-1031","D10-1116","0.166667"
"D10-1116","C12-1031","0.166667"
"C12-1031","D11-1106","0.166667"
"D11-1106","C12-1031","0.166667"
"C12-1031","J07-4004","0.166667"
"J07-4004","C12-1031","0.166667"
"C12-1031","J14-2006","0.666667"
"J14-2006","C12-1031","0.666667"
"C12-1032","D10-1116","0.166667"
"D10-1116","C12-1032","0.166667"
"C12-1032","D11-1106","0.166667"
"D11-1106","C12-1032","0.166667"
"C12-1032","J07-4004","0.166667"
"J07-4004","C12-1032","0.166667"
"C12-1032","J14-2006","0.166667"
"J14-2006","C12-1032","0.166667"
"D10-1116","D11-1106","0.366667"
"D11-1106","D10-1116","0.366667"
"D10-1116","J07-4004","0.866667"
"J07-4004","D10-1116","0.866667"
"D10-1116","J14-2006","0.166667"
"J14-2006","D10-1116","0.166667"
"D10-1116","N10-1084","1.86667"
"N10-1084","D10-1116","1.86667"
"D11-1106","J14-2006","0.166667"
"J14-2006","D11-1106","0.166667"
"D11-1106","N10-1084","0.366667"
"N10-1084","D11-1106","0.366667"
"J07-4004","J14-2006","0.166667"
"J14-2006","J07-4004","0.166667"
"J07-4004","N10-1084","0.866667"
"N10-1084","J07-4004","0.866667"
"J14-2006","N10-1084","1.66667"
"N10-1084","J14-2006","1.66667"
"D08-1050","P02-1042","1.5"
"P02-1042","D08-1050","1.5"
"D08-1050","W04-3215","1.25"
"W04-3215","D08-1050","1.25"
"J07-4004","W04-3215","1.83333"
"W04-3215","J07-4004","1.83333"
"D08-1050","N06-1019","0.333333"
"N06-1019","D08-1050","0.333333"
"D08-1050","P07-1032","0.666667"
"P07-1032","D08-1050","0.666667"
"J07-4004","N06-1019","2.53333"
"N06-1019","J07-4004","2.53333"
"D08-1050","W03-1013","0.25"
"W03-1013","D08-1050","0.25"
"D08-1050","W08-1307","0.25"
"W08-1307","D08-1050","0.25"
"J07-4004","W08-1307","0.25"
"W08-1307","J07-4004","0.25"
"W03-1013","W08-1307","0.25"
"W08-1307","W03-1013","0.25"
"W04-3215","W08-1307","0.25"
"W08-1307","W04-3215","0.25"
"D08-1050","D10-1082","0.333333"
"D10-1082","D08-1050","0.333333"
"D10-1082","P07-1032","0.333333"
"P07-1032","D10-1082","0.333333"
"D10-1082","P10-1036","0.333333"
"P10-1036","D10-1082","0.333333"
"P07-1032","P10-1036","0.333333"
"P10-1036","P07-1032","0.333333"
"P11-1069","W02-2203","0.166667"
"W02-2203","P11-1069","0.166667"
"P14-1021","W02-2203","0.166667"
"W02-2203","P14-1021","0.166667"
"D08-1050","D09-1085","0.333333"
"D09-1085","D08-1050","0.333333"
"D09-1085","P06-1088","0.333333"
"P06-1088","D09-1085","0.333333"
"D08-1059","E03-1008","2"
"E03-1008","D08-1059","2"
"D08-1059","P08-1101","9.34286"
"P08-1101","D08-1059","9.34286"
"D08-1059","J11-1005","10.3429"
"J11-1005","D08-1059","10.3429"
"P11-1069","W09-3825","3.39286"
"W09-3825","P11-1069","3.39286"
"D08-1059","D10-1082","3.67619"
"D10-1082","D08-1059","3.67619"
"D08-1059","P04-1014","1"
"P04-1014","D08-1059","1"
"D08-1059","P18-1132","1"
"P18-1132","D08-1059","1"
"D08-1059","P07-1106","0.342857"
"P07-1106","D08-1059","0.342857"
"D10-1082","P07-1106","6.84286"
"P07-1106","D10-1082","6.84286"
"D10-1082","W09-3825","0.67619"
"W09-3825","D10-1082","0.67619"
"J07-4004","P07-1106","0.2"
"P07-1106","J07-4004","0.2"
"P07-1106","P08-1101","5.34286"
"P08-1101","P07-1106","5.34286"
"P07-1106","W09-3825","0.842857"
"W09-3825","P07-1106","0.842857"
"P08-1101","W09-3825","1.84286"
"W09-3825","P08-1101","1.84286"
"D08-1059","P02-1042","0.4"
"P02-1042","D08-1059","0.4"
"J11-1005","P02-1042","0.2"
"P02-1042","J11-1005","0.2"
"J11-1005","P11-1069","1.84286"
"P11-1069","J11-1005","1.84286"
"J11-1005","P14-1021","0.67619"
"P14-1021","J11-1005","0.67619"
"D08-1059","P07-1032","0.166667"
"P07-1032","D08-1059","0.166667"
"D09-1085","J11-1005","0.166667"
"J11-1005","D09-1085","0.166667"
"D09-1085","P07-1032","0.916667"
"P07-1032","D09-1085","0.916667"
"D09-1085","P11-1069","0.95"
"P11-1069","D09-1085","0.95"
"P07-1032","W09-3825","0.416667"
"W09-3825","P07-1032","0.416667"
"D08-1059","N06-1019","0.2"
"N06-1019","D08-1059","0.2"
"D09-1085","N06-1019","0.2"
"N06-1019","D09-1085","0.2"
"D09-1085","P02-1042","0.95"
"P02-1042","D09-1085","0.95"
"N06-1019","P11-1069","0.2"
"P11-1069","N06-1019","0.2"
"D10-1082","P11-1069","0.142857"
"P11-1069","D10-1082","0.142857"
"D10-1082","P14-1021","0.142857"
"P14-1021","D10-1082","0.142857"
"J11-1005","P07-1106","5.64286"
"P07-1106","J11-1005","5.64286"
"P07-1106","P11-1069","0.142857"
"P11-1069","P07-1106","0.142857"
"P07-1106","P14-1021","0.142857"
"P14-1021","P07-1106","0.142857"
"P08-1101","P11-1069","0.142857"
"P11-1069","P08-1101","0.142857"
"P08-1101","P14-1021","0.142857"
"P14-1021","P08-1101","0.142857"
"P14-1021","W09-3825","0.142857"
"W09-3825","P14-1021","0.142857"
"D08-1059","Q14-1042","2"
"Q14-1042","D08-1059","2"
"D09-1085","P18-1132","1"
"P18-1132","D09-1085","1"
"D09-1085","D14-1111","0.1"
"D14-1111","D09-1085","0.1"
"D09-1085","E14-1025","0.1"
"E14-1025","D09-1085","0.1"
"D09-1085","K15-1035","0.1"
"K15-1035","D09-1085","0.1"
"D09-1085","P15-2120","0.1"
"P15-2120","D09-1085","0.1"
"D09-1085","polajnar-etal-2014-evaluation","0.1"
"polajnar-etal-2014-evaluation","D09-1085","0.1"
"D09-1085","W11-0114","0.1"
"W11-0114","D09-1085","0.1"
"D09-1085","W13-3005","0.1"
"W13-3005","D09-1085","0.1"
"D09-1085","W14-1406","0.1"
"W14-1406","D09-1085","0.1"
"D09-1085","W15-2701","0.1"
"W15-2701","D09-1085","0.1"
"D14-1111","E14-1025","0.766667"
"E14-1025","D14-1111","0.766667"
"D14-1111","J07-4004","0.433333"
"J07-4004","D14-1111","0.433333"
"D14-1111","K15-1035","0.1"
"K15-1035","D14-1111","0.1"
"D14-1111","P15-2120","0.433333"
"P15-2120","D14-1111","0.433333"
"D14-1111","polajnar-etal-2014-evaluation","0.1"
"polajnar-etal-2014-evaluation","D14-1111","0.1"
"D14-1111","W11-0114","0.1"
"W11-0114","D14-1111","0.1"
"D14-1111","W13-3005","0.1"
"W13-3005","D14-1111","0.1"
"D14-1111","W14-1406","0.433333"
"W14-1406","D14-1111","0.433333"
"D14-1111","W15-2701","0.1"
"W15-2701","D14-1111","0.1"
"E14-1025","J07-4004","0.766667"
"J07-4004","E14-1025","0.766667"
"E14-1025","K15-1035","0.1"
"K15-1035","E14-1025","0.1"
"E14-1025","P15-2120","0.433333"
"P15-2120","E14-1025","0.433333"
"E14-1025","polajnar-etal-2014-evaluation","0.1"
"polajnar-etal-2014-evaluation","E14-1025","0.1"
"E14-1025","W11-0114","0.1"
"W11-0114","E14-1025","0.1"
"E14-1025","W13-3005","0.1"
"W13-3005","E14-1025","0.1"
"E14-1025","W14-1406","0.766667"
"W14-1406","E14-1025","0.766667"
"E14-1025","W15-2701","0.1"
"W15-2701","E14-1025","0.1"
"J07-4004","K15-1035","0.6"
"K15-1035","J07-4004","0.6"
"J07-4004","P15-2120","0.433333"
"P15-2120","J07-4004","0.433333"
"J07-4004","polajnar-etal-2014-evaluation","0.1"
"polajnar-etal-2014-evaluation","J07-4004","0.1"
"J07-4004","W11-0114","0.6"
"W11-0114","J07-4004","0.6"
"J07-4004","W13-3005","0.1"
"W13-3005","J07-4004","0.1"
"J07-4004","W14-1406","1.93333"
"W14-1406","J07-4004","1.93333"
"J07-4004","W15-2701","0.6"
"W15-2701","J07-4004","0.6"
"K15-1035","P15-2120","0.6"
"P15-2120","K15-1035","0.6"
"K15-1035","polajnar-etal-2014-evaluation","0.1"
"polajnar-etal-2014-evaluation","K15-1035","0.1"
"K15-1035","W11-0114","0.1"
"W11-0114","K15-1035","0.1"
"K15-1035","W13-3005","0.1"
"W13-3005","K15-1035","0.1"
"K15-1035","W14-1406","0.6"
"W14-1406","K15-1035","0.6"
"K15-1035","W15-2701","0.1"
"W15-2701","K15-1035","0.1"
"P15-2120","polajnar-etal-2014-evaluation","0.1"
"polajnar-etal-2014-evaluation","P15-2120","0.1"
"P15-2120","W11-0114","0.1"
"W11-0114","P15-2120","0.1"
"P15-2120","W13-3005","0.1"
"W13-3005","P15-2120","0.1"
"P15-2120","W14-1406","0.1"
"W14-1406","P15-2120","0.1"
"P15-2120","W15-2701","0.6"
"W15-2701","P15-2120","0.6"
"polajnar-etal-2014-evaluation","W11-0114","0.1"
"W11-0114","polajnar-etal-2014-evaluation","0.1"
"polajnar-etal-2014-evaluation","W13-3005","0.1"
"W13-3005","polajnar-etal-2014-evaluation","0.1"
"polajnar-etal-2014-evaluation","W14-1406","0.1"
"W14-1406","polajnar-etal-2014-evaluation","0.1"
"polajnar-etal-2014-evaluation","W15-2701","0.3"
"W15-2701","polajnar-etal-2014-evaluation","0.3"
"W11-0114","W13-3005","0.1"
"W13-3005","W11-0114","0.1"
"W11-0114","W14-1406","0.1"
"W14-1406","W11-0114","0.1"
"W11-0114","W15-2701","1.6"
"W15-2701","W11-0114","1.6"
"W13-3005","W14-1406","0.1"
"W14-1406","W13-3005","0.1"
"W13-3005","W15-2701","0.1"
"W15-2701","W13-3005","0.1"
"W14-1406","W15-2701","0.1"
"W15-2701","W14-1406","0.1"
"D09-1085","J15-3005","0.333333"
"J15-3005","D09-1085","0.333333"
"J07-4004","J15-3005","0.333333"
"J15-3005","J07-4004","0.333333"
"J15-3005","P11-1069","0.333333"
"P11-1069","J15-3005","0.333333"
"D09-1085","P15-2041","0.833333"
"P15-2041","D09-1085","0.833333"
"D09-1085","S10-1060","0.833333"
"S10-1060","D09-1085","0.833333"
"P15-2041","S10-1060","0.833333"
"S10-1060","P15-2041","0.833333"
"D09-1085","J16-4004","1"
"J16-4004","D09-1085","1"
"D09-1085","W04-3215","0.25"
"W04-3215","D09-1085","0.25"
"D09-1085","P04-1014","0.25"
"P04-1014","D09-1085","0.25"
"P04-1014","P09-2014","0.25"
"P09-2014","P04-1014","0.25"
"P07-1032","P09-2014","1.25"
"P09-2014","P07-1032","1.25"
"J07-4004","S10-1060","0.333333"
