authorID,rank,name,PaperCount_MAG,CitationCount_MAG,PaperCount_field,authorRank,CitationCount_field,h_index,FellowType
"2122365371","13110","Ming Syan Chen","482","13938","199","105","8746","39","1:2006,"
"2128990482","13785","Xiaofang Zhou","544","9616","328","106","6131","39",\N
"2488905669","14404","Wei Wang","179","5463","117","107","4958","39","1:2020,"
"2251396636","13352","Luis Gravano","142","10511","69","108","7156","39",\N
"2169716560","13644","AnHai Doan","150","9691","74","109","6199","39",\N
"2157114695","12953","Michael J. Carey","293","14335","103","110","7079","39","1:2000,"
"2126998579","14151","Adam Wright","237","4769","118","111","4453","39",\N
"2057816297","13370","Ahmed K. Elmagarmid","295","13487","96","112","7179","39","1:2012,"
"1982738670","14491","Ihab F. Ilyas","153","5700","104","113","5384","39","1:2020,"
"2143589486","13954","Yong Deng","483","8660","148","114","4234","39",\N
"2105625159","13966","Jianyong Wang","148","9107","106","115","8846","38",\N
"2981772981","13679","Wei Wang","386","11326","155","116","7562","38","1:2020,"
"2171804313","13800","Guoliang Li","427","15229","182","117","4644","38",\N
"2228144965","13421","Wolfgang Nejdl","436","13094","137","118","5265","38",\N
"2160663097","13310","Tat Seng Chua","585","19398","108","119","5415","38",\N
"2308328903","13926","Osmar R. ZaÃ¯ane","335","7957","170","120","5571","38",\N
"689294964","13010","Umeshwar Dayal","351","15127","136","121","8765","38","1:2008,"
"2123991549","13785","Tzung Pei Hong","666","7748","497","122","6471","38",\N
"1979796846","13560","Nitesh V. Chawla","319","16776","126","123","7554","38",\N
"1941402522","12788","Steffen Staab","537","22050","99","124","5931","38",\N
"2143778659","13724","Wang Chien Lee","365","10669","173","125","5806","38",\N
"2102819664","13636","Clement Yu","204","7050","108","126","4850","38",\N
"2134885186","13681","Shashi Shekhar","403","9785","188","127","5343","38",\N
"2123651450","13487","Xindong Wu","482","17734","246","128","10813","38",\N
"2191278634","12867","Peter Willett","513","22298","107","129","6033","38",\N
"2047986224","12999","Ellen M. Voorhees","179","13650","57","130","7669","38",\N
"2034912444","11696","Rajeev Motwani","270","60080","55","131","15001","38",\N
"2119095263","13294","Kuo Chen Chou","441","44304","48","132","4885","38",\N
"696807755","14067","Mohamed F. Mokbel","239","8257","145","133","5292","37",\N
"2057455714","13836","Vivek Narasayya","153","7525","94","134","5393","37",\N
"2163619555","13573","Jimmy Lin","436","10711","135","135","4914","37",\N
"2109621001","12953","Raymond T. Ng","331","18013","97","136","12594","37",\N
"2056441798","12554","Sushil Jajodia","730","27453","119","137","6654","37","1:2021,"
"95821009","12943","Michael F. Goodchild","428","25370","77","138","6081","37",\N
"120305507","13024","Christopher G. Chute","455","18013","132","139","5426","37",\N
"240820708","13590","Cyrus Shahabi","459","11076","200","140","6036","37",\N
"156875573","13664","Sunita Sarawagi","121","8424","71","141","6772","37","1:2021,"
"528588921","12601","Ricardo Baeza Yates","523","25472","127","142","5317","37","1:2009,"
"2062009547","13396","Timos Sellis","367","10047","211","143","6875","37",\N
"2023431847","14359","Vincent S. Tseng","329","6004","200","144","4688","37",\N
"557438043","13536","James J. Cimino","373","9577","104","145","4231","37",\N
"2134359788","12551","Roman SÅ‚owiÅ„ski","416","29432","102","146","6832","37",\N
"2132927693","14119","David Lo","425","8292","152","147","3964","37",\N
"2112689123","13724","Gautam Das","268","8236","161","148","5810","37","1:2021,"
"401833296","13386","Maarten de Rijke","654","13601","213","149","5382","37",\N
"2176652147","14232","Francesco Bonchi","200","6759","111","150","5506","37",\N
"121171588","14340","Anthony K. H. Tung","162","6194","120","151","5222","37",\N
"98572569","13826","Lutz Bornmann","541","10971","211","152","4622","37",\N
"668764113","11870","Ben Shneiderman","758","49467","106","153","5700","37","1:1997,"
"2435751034","11276","Michael I. Jordan","872","116101","61","154","28468","36",\N
"2559411768","12371","Ravi Kumar","722","28985","81","155","11195","36","1:2020,"
"252562283","14356","Panos Kalnis","131","6196","89","156","5212","36",\N
"2155888323","13265","Alistair Moffat","309","11994","132","157","5716","36",\N
"2121363826","13682","Irwin King","354","11716","119","158","6864","36",\N
"2134033583","13331","Yiyu Yao","445","19071","146","159","4579","36",\N
"2069583943","11901","Ramakrishnan Srikant","83","41699","56","160","39696","36",\N
"31261168","14036","Yannis Theodoridis","221","6925","137","161","5820","36",\N
"2164709683","13777","Carol Friedman","221","9639","65","162","4398","36",\N
"2140301036","14033","Thomas Seidl","354","5857","221","163","4810","36",\N
"23511057","14164","Taghi M. Khoshgoftaar","408","5646","257","164","4033","36",\N
"2131539564","14416","Yizhou Sun","188","6260","91","165","5800","36",\N
"2136050841","13583","Ee Peng Lim","534","10917","206","166","5096","36",\N
"407877175","13442","William R. Hersh","412","11147","67","167","4324","35",\N
"2096731881","14471","Jing Gao","192","5673","114","168","4473","35",\N
"276012958","13585","Yannis Manolopoulos","447","8873","198","169","6399","35",\N
"2057138063","13371","Alexander Tuzhilin","174","15934","81","170","13609","35",\N
"2116519607","13861","Juliana Freire","257","8151","106","171","4085","35","1:2014,"
"2028117853","13617","Carlo Zaniolo","345","8020","139","172","4189","35","1:2019,"
"1984940772","13579","Lise Getoor","324","13284","115","173","6553","35","1:2019,"
"2158742306","13153","Erhard Rahm","336","15318","125","174","12196","35",\N
"2921339358","12902","Shanmugavelayutham Muthukrishnan","358","17849","82","175","5632","35",\N
"1991211814","13209","Craig A. Knoblock","342","12206","123","176","5834","35","1:2017,"
"2082974086","12972","Dennis Shasha","443","16833","104","177","4565","35","1:2013,"
"2618356905","14183","Xingquan Zhu","291","7794","168","178","5786","35",\N
"2125988131","13165","Ling Liu","722","17779","177","179","5226","35",\N
"2009495402","13817","Nick Craswell","208","8141","93","180","4654","35",\N
"2132396280","13850","Wenfei Fan","220","9566","101","181","4617","35","1:2012,"
"401236404","13615","Guy M. Lohman","150","7872","64","182","5172","35",\N
"2128739099","13678","Hang Li","251","12248","77","183","4595","35",\N
"2422184792","13403","Tao Zhou","362","14520","68","184","7979","35",\N
"2140778852","14296","Ludo Waltman","185","8302","59","185","7286","35",\N
"2066159008","13896","Ji Rong Wen","171","8568","79","186","5339","34",\N
"2138267588","14447","Reynold Cheng","168","5143","135","187","4627","34",\N
"1979308116","13880","Lior Rokach","355","11959","155","188","6420","34",\N
"2106913481","13461","Enrico Motta","411","10521","101","189","4016","34",\N
"172400696","12580","Serge Abiteboul","291","18710","73","190","6270","34","1:2011,"
"2118842476","13264","JÃ¶rg Sander","79","20990","56","191","20528","34",\N
"2289364316","11358","Jeffrey D. Ullman","376","59762","80","192","8922","34","1:1995,"
"2115385359","12765","William W. Cohen","320","20131","69","193","5414","34",\N
"2106796124","14026","Srinivasan Parthasarathy","270","7301","141","194","4924","34",\N
"2158932634","13237","Foster Provost","203","13746","77","195","9529","34",\N
"89934235","12734","Hanan Samet","366","19689","126","196","5158","34","1:1996,"
"699078101","13351","Richard T. Snodgrass","304","9623","100","197","4748","34","1:1999,"
"220758600","13750","Walid G. Aref","288","9009","146","198","4648","34",\N
"275327080","14098","Josep Domingo Ferrer","348","7301","113","199","3937","34",\N
"242745652","14738","Arthur Zimek","107","5191","82","200","4880","34",\N
"7769909","14006","Dino Pedreschi","312","7646","103","201","5103","34",\N
"332400322","14148","Murat Kantarcioglu","317","6424","121","202","4702","34",\N
"2122310831","12976","Carole Goble","558","18097","106","203","5112","34",\N
"1205765909","14091","Fosca Giannotti","251","7920","114","204","5542","34",\N
"2120241213","14225","Weiyi Meng","156","5477","91","205","4152","34",\N
"2943380717","13945","Taghi M. Khoshgoftaar","165","9981","91","206","6171","34",\N
"2081368286","14692","Man Lung Yiu","128","4560","99","207","3984","34",\N
"2110385854","14256","Jimeng Sun","165","7499","74","208","6030","33",\N
"2161754280","14342","Hong Cheng","180","6791","103","209","5249","33",\N
"2101230262","11653","Gerard Salton","219","39630","57","210","19164","33",\N
"2110155496","13896","Ahmed E. Hassan","345","10635","89","211","3237","33",\N
"2286237009","12952","Zhi Hua Zhou","600","31626","90","212","10098","33","1:2016,"
"2201039448","13224","Sharad Mehrotra","316","13687","104","213","7026","33",\N
"519054157","13050","Stefano Ceri","436","14957","107","214","4961","33","1:2013,"
"2126521602","14039","Dik Lun Lee","226","6729","104","215","4151","33",\N
"2155626625","12686","Wenke Lee","259","24404","45","216","8012","33",\N
"2099091510","13476","Hongyuan Zha","368","14082","92","217","4058","33",\N
"2161153869","12689","John Mylopoulos","699","23700","109","218","5289","33",\N
"2106796750","13430","Diane J. Cook","460","15404","108","219","5235","33",\N
"2298201484","13705","Bhavani Thuraisingham","680","7539","190","220","3742","33","1:2018,"
"2123327822","13738","RenÃ©e J. Miller","155","7478","87","221","5383","33",\N
"2166080598","14042","Chengqi Zhang","486","7715","221","222","4772","33",\N
"2242617642","13317","Donald Kossmann","279","11711","101","223","7265","33","1:2010,"
"2099727678","14251","Felix Naumann","231","6338","137","224","5108","33",\N
"1995232797","14717","Jianhua Feng","168","4608","128","225","4188","33",\N
"336997814","14024","Iadh Ounis","336","6655","173","226","4218","33",\N
"237265413","14045","Gennady Andrienko","272","8168","99","227","4608","33",\N
"2124749556","12834","C. Lee Giles","495","18460","147","228","5181","33","1:2006,"
"67342874","14286","Denys Poshyvanyk","205","8107","61","229","4015","33",\N
"2113853817","13815","AndrÃ¡s Schubert","211","7655","83","230","5546","32",\N
"2124900482","13466","Manfred Reichert","708","13319","104","231","4760","32",\N
"2113857198","13908","JoÃ£o Gama","414","9295","193","232","5081","32",\N
"539587773","14299","Hillol Kargupta","134","5465","83","233","4016","32",\N
"73615348","12684","Ron Kohavi","100","28072","51","234","6018","32",\N
"2110806950","13584","Luonan Chen","631","12339","81","235","3526","32",\N
"2123778117","13773","Wynne Hsu","257","9174","113","236","6206","32",\N
"2143892069","13801","Joshua C. Denny","456","14396","82","237","3480","32",\N
"123309386","13871","Kotagiri Ramamohanarao","432","7879","153","238","3443","32",\N
"2771206607","13349","Christian Bohm","605","17023","94","239","3999","32",\N
"2118460571","13597","Peter J. Haas","181","7528","91","240","5161","32","1:2013,"
"2148168557","13146","Joydeep Ghosh","490","19212","134","241","10705","32","14:2020,"
"2119616764","13291","Chris Ding","310","22137","86","242","10833","32",\N
"2213038480","13427","Hamid Pirahesh","90","8359","48","243","5457","32",\N
"2155925739","13867","Jignesh M. Patel","172","9021","86","244","5541","32","1:2014,"
"2100673337","14601","Peer KrÃ¶ger","166","4684","102","245","3995","32",\N
"1993052453","13803","Henk F. Moed","173","8523","61","246","3974","32",\N
"2129598186","13984","Xueqi Cheng","480","7193","188","247","4050","32",\N
"2010142017","12502","Ian Horrocks","469","28502","96","248","4599","32",\N
"2244150349","13871","Alfons Kemper","358","6893","117","249","3820","32",\N
"2245267964","13862","Feiping Nie","463","13495","91","250","4312","32",\N
"8132329","14301","Vassilis J. Tsotras","200","4711","102","251","3358","32",\N
"1911907851","14475","Ben Kao","140","4517","98","252","3861","32",\N
"2164601541","14209","Jaideep Vaidya","224","6424","80","253","5144","32",\N
"2088322708","14778","James R. Kraemer","291","4874","85","254","2084","32",\N
"2124989948","14456","Aixin Sun","210","5717","97","255","3817","32",\N
"2131290459","14716","Hongjun Lu","80","3790","65","256","3644","32",\N
"2142724104","13656","Rong Jin","388","12810","80","257","3877","32",\N
"2061938730","12677","W.M.P. van der Aalst","308","26137","70","258","8497","32","1:2020,"
"2141133747","14645","Yun Chi","65","4631","46","259","4004","32",\N
"2170560173","14596","Tianrui Li","347","5248","118","260","2833","32",\N
"2161065209","14421","Ying Ding","280","5358","93","261","3478","32",\N
"2217777545","13998","George Kollios","118","6544","63","262","4891","32",\N
"2015549731","14394","Benjamin C. M. Fung","141","6206","72","263","5176","32",\N
"2166036605","14104","Qiaozhu Mei","156","7950","61","264","4418","32",\N
"2304167133","12700","Chris Buckley","85","17667","43","265","15625","32",\N
"2687370976","14450","Cong Yu","112","5007","66","266","3819","32",\N
"2131293038","12085","Andrew McCallum","393","44035","69","267","7558","32","1:2017,"
"2116772828","14060","Heng Tao Shen","359","10067","108","268","3734","31","1:2020,"
"2096749051","14281","Kevin Chen Chuan Chang","146","5908","91","269","5128","31",\N
"2472728339","14521","Feifei Li","142","4360","85","270","3658","31",\N
"2155983610","14154","Latifur Khan","422","5785","199","271","3114","31",\N
"2465953593","13637","Fei Wang","715","12730","116","272","3689","31",\N
"150096297","13351","Karl Aberer","572","12282","174","273","3355","31",\N
"1983458687","13609","Jan Mendling","512","12857","99","274","3764","31",\N
"2159253281","12748","Yiming Yang","184","20581","64","275","9194","31",\N
"2283615530","13852","Eugene Agichtein","152","8378","70","276","4548","31",\N
"2153429537","14301","Qinghua Hu","321","7728","82","277","3609","31",\N
"1983463915","13602","Tova Milo","252","7560","115","278","3864","31","1:2012,"
"2120785847","13896","Amr El Abbadi","260","7860","98","279","3467","31","1:2010,"
"2104242221","13609","Blackford Middleton","210","9325","69","280","3334","31",\N
"266176790","14562","Nees Jan van Eck","128","6357","49","281","6548","31",\N
"2151678189","13122","Anupam Joshi","490","16192","72","282","3896","31",\N
"1976298713","12919","Maurizio Lenzerini","349","17281","70","283","5291","31","1:2009,"
"307521372","14439","Albert Bifet","136","6851","88","284","6130","31",\N
"2345075623","13032","Ajith Abraham","1106","22344","155","285","3633","31",\N
"2026323400","13848","Ronald Rousseau","415","7707","177","286","3110","31",\N
"66103918","13474","Max J. Egenhofer","198","13462","57","287","4963","31",\N
"2019462106","14345","Torben Bach Pedersen","332","4473","170","288","3496","31",\N
"2250777962","13111","Marlon Dumas","450","17740","122","289","3840","31",\N
"339589296","14790","Neoklis Polyzotis","109","3352","77","290","2875","31",\N
"2002742946","13849","Amol Deshpande","152","7410","97","291","5283","31",\N
"2033403132","13006","Inderjit S. Dhillon","299","21098","59","292","4427","30",\N
"677858554","13503","Amanda Spink","291","11744","49","293","6108","30",\N
"2167944170","14594","Shichao Zhang","195","5451","125","294","4010","30",\N
"2261367123","11791","Jon Kleinberg","409","55812","46","295","16782","30",\N
"2021640924","12085","David Heckerman","496","43305","78","296","9175","30","1:2011,"
"2106268727","12475","Xin Yao","1064","38291","75","297","3767","30",\N
"2893888391","14575","Kai Zheng","280","5121","99","298","2885","30",\N
"2148910894","14250","Craig Macdonald","278","5288","140","299","3384","30",\N
"2589970869","14293","Chen Li","148","5381","89","300","4389","30",\N
"2113167267","13855","Cengiz Kahraman","482","12742","70","301","3034","30",\N
"2250270171","12892","Hannu Toivonen","202","15454","70","302","7713","30",\N
"1986476467","13895","Yong Shi","582","7361","244","303","4081","30",\N
"1991131908","13428","Bernhard Pfahringer","200","21520","82","304","19025","30",\N
"2103349674","13082","Soumen Chakrabarti","174","11493","67","305","7514","30",\N
"2060797211","13021","Pierre Baldi","518","30202","54","306","5540","30",\N
"2263195242","13817","Limsoon Wong","393","10428","97","307","3650","30","1:2013,"
"344688379","14278","Vanja Josifovski","154","5497","74","308","2653","30",\N
"1983982202","14139","Natalia Andrienko","246","7356","97","309","4394","30",\N
"1994200327","13484","SÃ¶ren Auer","359","11382","113","310","7406","30",\N
"2159408573","14295","Mong Li Lee","282","5921","142","311","3270","30",\N
"294375193","14476","Alfredo Cuzzocrea","519","3265","242","312","2381","30",\N
"2471866511","13121","Barry Smith","606","16359","73","313","3689","30",\N
"2272133122","14506","Zhiyong Lu","212","7129","73","314","3651","30",\N
"2120527611","14009","PÃ¡draig Cunningham","311","7996","95","315","3243","30",\N
"2151325580","13320","Bernhard Seeger","148","9687","77","316","4372","30",\N
"2108341226","13655","Tie Yan Liu","423","12307","85","317","3679","30","1:2021,"
"2651514846","14620","Jiye Liang","158","6106","80","318","3402","30",\N
"2145238237","14463","Bradley A. Malin","241","4590","95","319","2803","29",\N
"2150723893","13387","Mark Harman","532","20405","58","320","3619","29",\N
"236175242","12232","James C. Bezdek","363","39696","106","321","7266","29",\N
"1992071743","14853","Bart Goethals","167","3427","103","322","2982","29",\N
"2136372366","14113","Enhong Chen","430","6859","143","323","2990","29",\N
"2625138606","14407","Hua Xu","349","5796","94","324","2928","29",\N
"2168523976","14257","Theodore Johnson","104","4691","56","325","3029","29",\N
"2150446796","13984","Nigam H. Shah","321","10071","60","326","2925","29",\N
"638079112","13491","Kenneth D. Mandl","377","9972","76","327","3308","29",\N
"24841185","14824","Alkis Simitsis","118","3375","71","328","2805","29",\N
"224175856","13085","Enrique Herrera Viedma","628","25034","98","329","4021","29",\N
"258753967","13359","Nick Roussopoulos","163","7797","53","330","5761","29",\N
"2192802387","13282","Jaideep Srivastava","397","14841","132","331","7656","29",\N
"1895214452","13404","Gwo Hshiung Tzeng","470","17748","66","332","3585","29",\N
"2585884792","14181","Qiang Shen","325","7174","105","333","3993","29",\N
"2515711392","12946","Robert Stevens","575","27765","104","334","4638","29",\N
"252161398","13575","Dean F. Sittig","419","11729","69","335","2469","29",\N
"2130201582","14114","Jianzhong Li","504","5536","240","336","2973","29",\N
"2169012919","12500","Pedro Domingos","220","28087","47","337","13785","29",\N
"2079929980","13654","Gerd Stumme","287","10087","70","338","5394","29",\N
"2135226092","13503","Vimla L. Patel","327","12214","54","339","3217","29",\N
"1919126655","14515","Panos Vassiliadis","165","4304","82","340","3178","29",\N
"306802008","14461","Yannis Kotidis","116","3717","87","341","3196","29",\N
"2156135343","13860","Christopher RÃ©","318","9084","99","342","3662","29",\N
"2119765128","14346","Sunil Prabhakar","152","4990","81","343","3974","29",\N
"1914497179","13912","Michalis Vazirgiannis","225","9089","100","344","6766","29",\N
"2236230523","13928","Tim Menzies","415","9063","94","345","3790","29",\N
"2421291724","14396","Min Wang","142","3670","93","346","3042","29",\N
"2261167843","13249","V. S. Subrahmanian","462","13514","96","347","3097","29",\N
"2345141441","13574","Magdalena Balazinska","175","8758","80","348","3243","29",\N
"2104129307","12878","Dacheng Tao","1100","38303","91","349","3240","29","1:2019,14:2018,"
"2096364092","13607","Mohamed S. Kamel","524","11681","105","350","4141","29",\N
"2081047619","14038","Peter Boncz","211","5381","80","351","3466","29",\N
"1972291593","11730","Alexander J. Smola","408","69687","55","352","4984","29",\N
"2165709822","15131","Giovanni Abramo","153","2732","97","353","2346","29",\N
"248023835","14598","Rocco Oliveto","196","6336","59","354","2405","29",\N
"94049422","13764","Panagiotis G. Ipeirotis","105","11761","49","355","6637","28",\N
"2165412067","13523","Ninghui Li","227","11889","51","356","4776","28",\N
"2125103393","14925","Zhiqiang Ge","180","4482","83","357","2286","28",\N
"2170206103","13191","Daniel J. Abadi","83","12594","40","358","7880","28",\N
"2070862325","14865","Bin Cui","197","3364","111","359","2525","28",\N
"2157503142","13306","Xiaofei He","223","20943","50","360","3214","28",\N
"47842845","12518","Vince D. Calhoun","1122","42049","94","361","2880","28",\N
"2117317669","13863","Martin L. Kersten","280","6308","97","362","3890","28","1:2016,"
"2190567876","14118","Jinyan Li","282","7340","94","363","3464","28",\N
"1829250085","14592","Emilia Mendes","243","4521","79","364","2079","28",\N
"2125169605","13792","Carlos Castillo","241","10414","64","365","3811","28",\N
"2168131383","13870","Wesley W. Chu","192","4611","83","366","2703","28",\N
"153925120","14251","Jan Vanthienen","309","6528","99","367","3538","28",\N
"2021138233","13288","Natalya F. Noy","148","15911","52","368","5202","28",\N
"2035273997","13149","Schahram Dustdar","797","19336","74","369","2230","28",\N
"742538449","13756","Arie Shoshani","178","5516","67","370","2753","28",\N
"2145770163","14218","Salvador GarcÃ­a","113","11351","57","371","7165","28",\N
"2116211794","13600","Samson W. Tu","198","7879","61","372","3560","28",\N
"2025687059","15404","Unil Yun","158","1917","95","373","1764","28",\N
"76047928","13757","Nick Cercone","277","5130","103","374","3329","28",\N
"1991372327","15130","Dong Xin","57","3214","41","375","3012","28",\N
"2284116839","13340","Goetz Graefe","263","8622","72","376","4545","28",\N
