"2003.mtsummit-papers.23","C94-2153","1"
"D10-1104","2011.mtsummit-papers.19","0.333333"
"2011.mtsummit-papers.19","P11-1037","0.333333"
"P11-1037","2011.mtsummit-papers.19","0.333333"
"D10-1104","P11-1037","0.333333"
"P11-1037","D10-1104","0.333333"
"D10-1104","P15-1048","0.333333"
"P15-1048","D10-1104","0.333333"
"P11-1037","P15-1048","0.583333"
"P15-1048","P11-1037","0.583333"
"2011.mtsummit-papers.19","D08-1053","0.0454545"
"D08-1053","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.19","O01-2001","0.0454545"
"O01-2001","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.19","O01-2004","0.0454545"
"O01-2004","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.19","P00-1067","0.0454545"
"P00-1067","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.19","P03-1016","0.0454545"
"P03-1016","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.19","P04-1022","0.0454545"
"P04-1022","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.19","P06-1062","0.0454545"
"P06-1062","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.19","P07-1011","0.0454545"
"P07-1011","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.19","P08-1116","0.0454545"
"P08-1116","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.19","P09-1098","0.0454545"
"P09-1098","2011.mtsummit-papers.19","0.0454545"
"2011.mtsummit-papers.6","P00-1067","0.0454545"
"P00-1067","2011.mtsummit-papers.6","0.0454545"
"2011.mtsummit-papers.6","P03-1016","0.0454545"
"P03-1016","2011.mtsummit-papers.6","0.0454545"
"2011.mtsummit-papers.6","P04-1022","0.0454545"
"P04-1022","2011.mtsummit-papers.6","0.0454545"
"2011.mtsummit-papers.6","P07-1011","0.0454545"
"P07-1011","2011.mtsummit-papers.6","0.0454545"
"2011.mtsummit-papers.6","P09-1098","0.0454545"
"P09-1098","2011.mtsummit-papers.6","0.0454545"
"C08-1048","D08-1053","0.0454545"
"D08-1053","C08-1048","0.0454545"
"C08-1048","D19-1071","0.0454545"
"D19-1071","C08-1048","0.0454545"
"C08-1048","O01-2001","0.0454545"
"O01-2001","C08-1048","0.0454545"
"C08-1048","O01-2004","0.0454545"
"O01-2004","C08-1048","0.0454545"
"C08-1048","P00-1067","0.0454545"
"P00-1067","C08-1048","0.0454545"
"C08-1048","P03-1016","0.0454545"
"P03-1016","C08-1048","0.0454545"
"C08-1048","P04-1022","0.0454545"
"P04-1022","C08-1048","0.0454545"
"C08-1048","P06-1062","0.0454545"
"P06-1062","C08-1048","0.0454545"
"C08-1048","P07-1011","0.0454545"
"P07-1011","C08-1048","0.0454545"
"C08-1048","P09-1098","0.0454545"
"P09-1098","C08-1048","0.0454545"
"C10-1054","D08-1053","1.79545"
"D08-1053","C10-1054","1.79545"
"C10-1054","D19-1071","0.0454545"
"D19-1071","C10-1054","0.0454545"
"C10-1054","O01-2001","0.0454545"
"O01-2001","C10-1054","0.0454545"
"C10-1054","O01-2004","0.0454545"
"O01-2004","C10-1054","0.0454545"
"C10-1054","P00-1067","0.0454545"
"P00-1067","C10-1054","0.0454545"
"C10-1054","P03-1016","0.0454545"
"P03-1016","C10-1054","0.0454545"
"C10-1054","P04-1022","0.0454545"
"P04-1022","C10-1054","0.0454545"
"C10-1054","P06-1062","1.79545"
"P06-1062","C10-1054","1.79545"
"C10-1054","P07-1011","0.0454545"
"P07-1011","C10-1054","0.0454545"
"C10-1054","P09-1098","0.745455"
"P09-1098","C10-1054","0.745455"
"C10-2084","D19-1071","0.0454545"
"D19-1071","C10-2084","0.0454545"
"C10-2084","P00-1067","0.0454545"
"P00-1067","C10-2084","0.0454545"
"C10-2084","P03-1016","0.0454545"
"P03-1016","C10-2084","0.0454545"
"C10-2084","P04-1022","0.0454545"
"P04-1022","C10-2084","0.0454545"
"C10-2084","P07-1011","0.0454545"
"P07-1011","C10-2084","0.0454545"
"C10-2084","P08-1116","0.0454545"
"P08-1116","C10-2084","0.0454545"
"C10-2084","P09-1098","0.0454545"
"P09-1098","C10-2084","0.0454545"
"C10-2084","P16-1049","0.0454545"
"P16-1049","C10-2084","0.0454545"
"C10-2084","W04-3248","0.378788"
"W04-3248","C10-2084","0.378788"
"C16-1290","D08-1053","0.0454545"
"D08-1053","C16-1290","0.0454545"
"C16-1290","O01-2001","0.0454545"
"O01-2001","C16-1290","0.0454545"
"C16-1290","O01-2004","0.0454545"
"O01-2004","C16-1290","0.0454545"
"C16-1290","P00-1067","0.0454545"
"P00-1067","C16-1290","0.0454545"
"C16-1290","P03-1016","0.0454545"
"P03-1016","C16-1290","0.0454545"
"C16-1290","P04-1022","0.0454545"
"P04-1022","C16-1290","0.0454545"
"C16-1290","P06-1062","0.0454545"
"P06-1062","C16-1290","0.0454545"
"C16-1290","P07-1011","0.0454545"
"P07-1011","C16-1290","0.0454545"
"C16-1290","P08-1116","0.295455"
"P08-1116","C16-1290","0.295455"
"C16-1290","P09-1098","0.0454545"
"P09-1098","C16-1290","0.0454545"
"D08-1053","D19-1071","0.0454545"
"D19-1071","D08-1053","0.0454545"
"D08-1053","P00-1067","0.795455"
"P00-1067","D08-1053","0.795455"
"D08-1053","P03-1016","0.0454545"
"P03-1016","D08-1053","0.0454545"
"D08-1053","P04-1022","0.0454545"
"P04-1022","D08-1053","0.0454545"
"D08-1053","P07-1011","0.0454545"
"P07-1011","D08-1053","0.0454545"
"D08-1053","P08-1116","0.0454545"
"P08-1116","D08-1053","0.0454545"
"D08-1053","P09-1098","0.295455"
"P09-1098","D08-1053","0.295455"
"D08-1053","P12-2057","0.0454545"
"P12-2057","D08-1053","0.0454545"
"D08-1053","P16-1049","0.0454545"
"P16-1049","D08-1053","0.0454545"
"D08-1053","W04-3248","0.0454545"
"W04-3248","D08-1053","0.0454545"
"D12-1041","D19-1071","0.0454545"
"D19-1071","D12-1041","0.0454545"
"D12-1041","P00-1067","0.0454545"
"P00-1067","D12-1041","0.0454545"
"D12-1041","P03-1016","0.0454545"
"P03-1016","D12-1041","0.0454545"
"D12-1041","P04-1022","0.0454545"
"P04-1022","D12-1041","0.0454545"
"D12-1041","P07-1011","0.0454545"
"P07-1011","D12-1041","0.0454545"
"D12-1041","P08-1116","0.0454545"
"P08-1116","D12-1041","0.0454545"
"D12-1041","P09-1098","0.0454545"
"P09-1098","D12-1041","0.0454545"
"D12-1041","P16-1049","0.0454545"
"P16-1049","D12-1041","0.0454545"
"D12-1041","W04-3248","0.0454545"
"W04-3248","D12-1041","0.0454545"
"D19-1071","O01-2001","0.0454545"
"O01-2001","D19-1071","0.0454545"
"D19-1071","O01-2004","0.0454545"
"O01-2004","D19-1071","0.0454545"
"D19-1071","P00-1067","0.0454545"
"P00-1067","D19-1071","0.0454545"
"D19-1071","P03-1016","0.0454545"
"P03-1016","D19-1071","0.0454545"
"D19-1071","P04-1022","0.0454545"
"P04-1022","D19-1071","0.0454545"
"D19-1071","P06-1062","0.0454545"
"P06-1062","D19-1071","0.0454545"
"D19-1071","P07-1011","0.0454545"
"P07-1011","D19-1071","0.0454545"
"D19-1071","P08-1116","0.0454545"
"P08-1116","D19-1071","0.0454545"
"D19-1071","P09-1098","0.0454545"
"P09-1098","D19-1071","0.0454545"
"D19-1071","P10-1033","0.0454545"
"P10-1033","D19-1071","0.0454545"
"D19-1071","P12-2057","0.0454545"
"P12-2057","D19-1071","0.0454545"
"D19-1071","P13-1017","0.0454545"
"P13-1017","D19-1071","0.0454545"
"O01-2001","P00-1067","0.628788"
"P00-1067","O01-2001","0.628788"
"O01-2001","P03-1016","0.945455"
"P03-1016","O01-2001","0.945455"
"O01-2001","P04-1022","2.54545"
"P04-1022","O01-2001","2.54545"
"O01-2001","P07-1011","0.0454545"
"P07-1011","O01-2001","0.0454545"
"O01-2001","P08-1116","0.445455"
"P08-1116","O01-2001","0.445455"
"O01-2001","P09-1098","0.0454545"
"P09-1098","O01-2001","0.0454545"
"O01-2001","P12-2057","0.0454545"
"P12-2057","O01-2001","0.0454545"
"O01-2001","P16-1049","0.0454545"
"P16-1049","O01-2001","0.0454545"
"O01-2001","W04-3248","0.878788"
"W04-3248","O01-2001","0.878788"
"O01-2004","P00-1067","0.628788"
"P00-1067","O01-2004","0.628788"
"O01-2004","P03-1016","0.0454545"
"P03-1016","O01-2004","0.0454545"
"O01-2004","P04-1022","0.0454545"
"P04-1022","O01-2004","0.0454545"
"O01-2004","P07-1011","0.0454545"
"P07-1011","O01-2004","0.0454545"
"O01-2004","P08-1116","0.0454545"
"P08-1116","O01-2004","0.0454545"
"O01-2004","P09-1098","0.0454545"
"P09-1098","O01-2004","0.0454545"
"O01-2004","P12-2057","0.0454545"
"P12-2057","O01-2004","0.0454545"
"O01-2004","P16-1049","0.0454545"
"P16-1049","O01-2004","0.0454545"
"O01-2004","W04-3248","0.878788"
"W04-3248","O01-2004","0.878788"
"P00-1067","P03-1016","0.0454545"
"P03-1016","P00-1067","0.0454545"
"P00-1067","P04-1022","0.0454545"
"P04-1022","P00-1067","0.0454545"
"P00-1067","P06-1062","1.12879"
"P06-1062","P00-1067","1.12879"
"P00-1067","P07-1011","0.0454545"
"P07-1011","P00-1067","0.0454545"
"P00-1067","P08-1116","0.0454545"
"P08-1116","P00-1067","0.0454545"
"P00-1067","P09-1098","0.0454545"
"P09-1098","P00-1067","0.0454545"
"P00-1067","P10-1033","0.0454545"
"P10-1033","P00-1067","0.0454545"
"P00-1067","P12-2057","0.0454545"
"P12-2057","P00-1067","0.0454545"
"P00-1067","P13-1017","0.0454545"
"P13-1017","P00-1067","0.0454545"
"P00-1067","P16-1049","0.0454545"
"P16-1049","P00-1067","0.0454545"
"P00-1067","W04-3248","0.0454545"
"W04-3248","P00-1067","0.0454545"
"P03-1016","P04-1022","2.04545"
"P04-1022","P03-1016","2.04545"
"P03-1016","P06-1062","0.0454545"
"P06-1062","P03-1016","0.0454545"
"P03-1016","P07-1011","1.04545"
"P07-1011","P03-1016","1.04545"
"P03-1016","P08-1116","0.945455"
"P08-1116","P03-1016","0.945455"
"P03-1016","P09-1098","0.0454545"
"P09-1098","P03-1016","0.0454545"
"P03-1016","P10-1033","0.0454545"
"P10-1033","P03-1016","0.0454545"
"P03-1016","P12-2057","0.0454545"
"P12-2057","P03-1016","0.0454545"
"P03-1016","P16-1049","0.0454545"
"P16-1049","P03-1016","0.0454545"
"P04-1022","P06-1062","0.0454545"
"P06-1062","P04-1022","0.0454545"
"P04-1022","P07-1011","0.0454545"
"P07-1011","P04-1022","0.0454545"
"P04-1022","P08-1116","1.04545"
"P08-1116","P04-1022","1.04545"
"P04-1022","P09-1098","0.0454545"
"P09-1098","P04-1022","0.0454545"
"P04-1022","P10-1033","0.0454545"
"P10-1033","P04-1022","0.0454545"
"P04-1022","P12-2057","0.0454545"
"P12-2057","P04-1022","0.0454545"
"P04-1022","P13-1017","0.0454545"
"P13-1017","P04-1022","0.0454545"
"P04-1022","P16-1049","0.0454545"
"P16-1049","P04-1022","0.0454545"
"P04-1022","W04-3248","0.0454545"
"W04-3248","P04-1022","0.0454545"
"P06-1062","P07-1011","0.0454545"
"P07-1011","P06-1062","0.0454545"
"P06-1062","P08-1116","0.295455"
"P08-1116","P06-1062","0.295455"
"P06-1062","P09-1098","0.295455"
"P09-1098","P06-1062","0.295455"
"P06-1062","P12-2057","0.0454545"
"P12-2057","P06-1062","0.0454545"
"P06-1062","P16-1049","0.295455"
"P16-1049","P06-1062","0.295455"
"P06-1062","W04-3248","0.0454545"
"W04-3248","P06-1062","0.0454545"
"P07-1011","P08-1116","0.0454545"
"P08-1116","P07-1011","0.0454545"
"P07-1011","P09-1098","0.0454545"
"P09-1098","P07-1011","0.0454545"
"P07-1011","P10-1033","0.0454545"
"P10-1033","P07-1011","0.0454545"
"P07-1011","P12-2057","0.0454545"
"P12-2057","P07-1011","0.0454545"
"P07-1011","P13-1017","0.0454545"
"P13-1017","P07-1011","0.0454545"
"P07-1011","P16-1049","0.0454545"
"P16-1049","P07-1011","0.0454545"
"P07-1011","W04-3248","0.0454545"
"W04-3248","P07-1011","0.0454545"
"P08-1116","P09-1098","0.0454545"
"P09-1098","P08-1116","0.0454545"
"P08-1116","P10-1033","0.128788"
"P10-1033","P08-1116","0.128788"
"P09-1098","P10-1033","0.0454545"
"P10-1033","P09-1098","0.0454545"
"P09-1098","P12-2057","0.0454545"
"P12-2057","P09-1098","0.0454545"
"P09-1098","P13-1017","0.0454545"
"P13-1017","P09-1098","0.0454545"
"P09-1098","P16-1049","0.0454545"
"P16-1049","P09-1098","0.0454545"
"P09-1098","W04-3248","0.0454545"
"W04-3248","P09-1098","0.0454545"
"P10-1033","P16-1049","0.0454545"
"P16-1049","P10-1033","0.0454545"
"P10-1033","W04-3248","0.462121"
"W04-3248","P10-1033","0.462121"
"2011.mtsummit-papers.20","2011.mtsummit-systems.2","0.25"
"2011.mtsummit-systems.2","2011.mtsummit-papers.20","0.25"
"2011.mtsummit-systems.2","D12-1041","0.583333"
"D12-1041","2011.mtsummit-systems.2","0.583333"
"2011.mtsummit-papers.20","P13-1017","0.25"
"P13-1017","2011.mtsummit-papers.20","0.25"
"2011.mtsummit-papers.6","P11-4008","0.142857"
"P11-4008","2011.mtsummit-papers.6","0.142857"
"C10-1035","P11-4008","0.22619"
"P11-4008","C10-1035","0.22619"
"C10-1036","P11-4008","0.142857"
"P11-4008","C10-1036","0.142857"
"C10-2025","P11-4008","0.22619"
"P11-4008","C10-2025","0.22619"
"D09-1114","P11-4008","0.142857"
"P11-4008","D09-1114","0.142857"
"P11-1126","P11-4008","0.142857"
"P11-4008","P11-1126","0.142857"
"P11-4008","P12-1032","0.142857"
"P12-1032","P11-4008","0.142857"
"2020.acl-main.130","2021.acl-long.442","1"
"2021.acl-long.442","2020.acl-main.130","1"
"2020.acl-main.130","2020.acl-main.321","0.0769231"
"2020.acl-main.321","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2020.acl-main.331","0.0769231"
"2020.acl-main.331","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2020.acl-main.599","1.07692"
"2020.acl-main.599","2020.acl-main.130","1.07692"
"2020.acl-main.130","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2020.emnlp-main.484","0.0769231"
"2020.emnlp-main.484","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2020.emnlp-main.633","0.0769231"
"2020.emnlp-main.633","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2020.findings-emnlp.161","0.0769231"
"2020.findings-emnlp.161","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2021.acl-long.348","0.0769231"
"2021.acl-long.348","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2021.acl-long.62","0.0769231"
"2021.acl-long.62","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2021.findings-acl.121","0.0769231"
"2021.findings-acl.121","2020.acl-main.130","0.0769231"
"2020.acl-main.130","2021.findings-acl.36","1.57692"
"2021.findings-acl.36","2020.acl-main.130","1.57692"
"2020.acl-main.130","2021.findings-emnlp.75","0.0769231"
"2021.findings-emnlp.75","2020.acl-main.130","0.0769231"
"2020.acl-main.321","2020.acl-main.331","0.0769231"
"2020.acl-main.331","2020.acl-main.321","0.0769231"
"2020.acl-main.321","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2020.acl-main.321","0.0769231"
"2020.acl-main.321","2020.acl-main.599","0.0769231"
"2020.acl-main.599","2020.acl-main.321","0.0769231"
"2020.acl-main.321","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2020.acl-main.321","0.0769231"
"2020.acl-main.321","2020.emnlp-main.484","0.0769231"
"2020.emnlp-main.484","2020.acl-main.321","0.0769231"
"2020.acl-main.321","2020.emnlp-main.633","0.0769231"
"2020.emnlp-main.633","2020.acl-main.321","0.0769231"
"2020.acl-main.321","2020.findings-emnlp.161","0.176923"
"2020.findings-emnlp.161","2020.acl-main.321","0.176923"
"2020.acl-main.321","2021.acl-long.348","0.176923"
"2021.acl-long.348","2020.acl-main.321","0.176923"
"2020.acl-main.321","2021.acl-long.62","0.0769231"
"2021.acl-long.62","2020.acl-main.321","0.0769231"
"2020.acl-main.321","2021.findings-acl.121","0.0769231"
"2021.findings-acl.121","2020.acl-main.321","0.0769231"
"2020.acl-main.321","2021.findings-emnlp.75","0.0769231"
"2021.findings-emnlp.75","2020.acl-main.321","0.0769231"
"2020.acl-main.331","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2020.acl-main.331","0.0769231"
"2020.acl-main.331","2020.acl-main.599","0.521368"
"2020.acl-main.599","2020.acl-main.331","0.521368"
"2020.acl-main.331","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2020.acl-main.331","0.0769231"
"2020.acl-main.331","2020.emnlp-main.484","0.0769231"
"2020.emnlp-main.484","2020.acl-main.331","0.0769231"
"2020.acl-main.331","2020.emnlp-main.633","0.188034"
"2020.emnlp-main.633","2020.acl-main.331","0.188034"
"2020.acl-main.331","2020.findings-emnlp.161","0.160256"
"2020.findings-emnlp.161","2020.acl-main.331","0.160256"
"2020.acl-main.331","2021.acl-long.348","0.0769231"
"2021.acl-long.348","2020.acl-main.331","0.0769231"
"2020.acl-main.331","2021.acl-long.62","0.0769231"
"2021.acl-long.62","2020.acl-main.331","0.0769231"
"2020.acl-main.331","2021.findings-acl.121","0.0769231"
"2021.findings-acl.121","2020.acl-main.331","0.0769231"
"2020.acl-main.331","2021.findings-acl.36","0.188034"
"2021.findings-acl.36","2020.acl-main.331","0.188034"
"2020.acl-main.331","2021.findings-emnlp.75","0.0769231"
"2021.findings-emnlp.75","2020.acl-main.331","0.0769231"
"2020.acl-main.344","2020.acl-main.599","0.0769231"
"2020.acl-main.599","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2020.emnlp-main.484","0.0769231"
"2020.emnlp-main.484","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2020.emnlp-main.633","0.0769231"
"2020.emnlp-main.633","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2020.findings-emnlp.161","0.0769231"
"2020.findings-emnlp.161","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2021.acl-long.348","0.0769231"
"2021.acl-long.348","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2021.acl-long.62","0.0769231"
"2021.acl-long.62","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2021.findings-acl.121","0.0769231"
"2021.findings-acl.121","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2021.findings-acl.36","0.0769231"
"2021.findings-acl.36","2020.acl-main.344","0.0769231"
"2020.acl-main.344","2021.findings-emnlp.75","0.0769231"
"2021.findings-emnlp.75","2020.acl-main.344","0.0769231"
"2020.acl-main.599","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2020.acl-main.599","0.0769231"
"2020.acl-main.599","2020.emnlp-main.484","0.0769231"
"2020.emnlp-main.484","2020.acl-main.599","0.0769231"
"2020.acl-main.599","2020.emnlp-main.633","0.188034"
"2020.emnlp-main.633","2020.acl-main.599","0.188034"
"2020.acl-main.599","2020.findings-emnlp.161","0.576923"
"2020.findings-emnlp.161","2020.acl-main.599","0.576923"
"2020.acl-main.599","2021.acl-long.348","0.0769231"
"2021.acl-long.348","2020.acl-main.599","0.0769231"
"2020.acl-main.599","2021.acl-long.62","0.0769231"
"2021.acl-long.62","2020.acl-main.599","0.0769231"
"2020.acl-main.599","2021.findings-acl.121","1.07692"
"2021.findings-acl.121","2020.acl-main.599","1.07692"
"2020.acl-main.599","2021.findings-acl.36","0.188034"
"2021.findings-acl.36","2020.acl-main.599","0.188034"
"2020.acl-main.599","2021.findings-emnlp.75","0.0769231"
"2021.findings-emnlp.75","2020.acl-main.599","0.0769231"
"2020.emnlp-main.320","2020.emnlp-main.484","0.0769231"
"2020.emnlp-main.484","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2020.emnlp-main.633","0.0769231"
"2020.emnlp-main.633","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2020.findings-emnlp.161","0.0769231"
"2020.findings-emnlp.161","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2021.acl-long.348","0.0769231"
"2021.acl-long.348","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2021.acl-long.62","1.61026"
"2021.acl-long.62","2020.emnlp-main.320","1.61026"
"2020.emnlp-main.320","2021.findings-acl.121","0.0769231"
"2021.findings-acl.121","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2021.findings-acl.36","0.0769231"
"2021.findings-acl.36","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.320","2021.findings-emnlp.75","0.0769231"
"2021.findings-emnlp.75","2020.emnlp-main.320","0.0769231"
"2020.emnlp-main.484","2020.emnlp-main.633","0.176923"
"2020.emnlp-main.633","2020.emnlp-main.484","0.176923"
"2020.emnlp-main.484","2020.findings-emnlp.161","0.376923"
"2020.findings-emnlp.161","2020.emnlp-main.484","0.376923"
"2020.emnlp-main.484","2021.acl-long.348","0.276923"
"2021.acl-long.348","2020.emnlp-main.484","0.276923"
"2020.emnlp-main.484","2021.acl-long.62","0.0769231"
"2021.acl-long.62","2020.emnlp-main.484","0.0769231"
"2020.emnlp-main.484","2021.findings-acl.121","0.0769231"
"2021.findings-acl.121","2020.emnlp-main.484","0.0769231"
"2020.emnlp-main.484","2021.findings-acl.36","1.37692"
"2021.findings-acl.36","2020.emnlp-main.484","1.37692"
"2020.emnlp-main.484","2021.findings-emnlp.75","1.41026"
"2021.findings-emnlp.75","2020.emnlp-main.484","1.41026"
"2020.emnlp-main.633","2020.findings-emnlp.161","0.176923"
"2020.findings-emnlp.161","2020.emnlp-main.633","0.176923"
"2020.emnlp-main.633","2021.acl-long.348","0.0769231"
"2021.acl-long.348","2020.emnlp-main.633","0.0769231"
"2020.emnlp-main.633","2021.acl-long.62","0.0769231"
"2021.acl-long.62","2020.emnlp-main.633","0.0769231"
"2020.emnlp-main.633","2021.findings-acl.121","0.0769231"
"2021.findings-acl.121","2020.emnlp-main.633","0.0769231"
"2020.emnlp-main.633","2021.findings-acl.36","1.28803"
"2021.findings-acl.36","2020.emnlp-main.633","1.28803"
"2020.emnlp-main.633","2021.findings-emnlp.75","0.0769231"
"2021.findings-emnlp.75","2020.emnlp-main.633","0.0769231"
"2020.findings-emnlp.161","2021.acl-long.348","0.376923"
"2021.acl-long.348","2020.findings-emnlp.161","0.376923"
"2020.findings-emnlp.161","2021.acl-long.62","0.0769231"
"2021.acl-long.62","2020.findings-emnlp.161","0.0769231"
"2020.findings-emnlp.161","2021.findings-acl.121","0.0769231"
"2021.findings-acl.121","2020.findings-emnlp.161","0.0769231"
"2020.findings-emnlp.161","2021.findings-acl.36","0.603114"
"2021.findings-acl.36","2020.findings-emnlp.161","0.603114"
"2020.findings-emnlp.161","2021.findings-emnlp.75","0.0769231"
"2021.findings-emnlp.75","2020.findings-emnlp.161","0.0769231"
"2021.acl-long.348","2021.acl-long.62","0.0769231"
"2021.acl-long.62","2021.acl-long.348","0.0769231"
"2021.acl-long.348","2021.findings-acl.121","0.0769231"
"2021.findings-acl.121","2021.acl-long.348","0.0769231"
"2021.acl-long.348","2021.findings-acl.36","0.276923"
