"2003.jeptalnrecital-long.10","duclaye-etal-2002-using","3"
"W12-2701","W17-4734","0.0333333"
"W17-4734","W12-2701","0.0333333"
"W12-3141","W13-2250","0.0333333"
"W13-2250","W12-3141","0.0333333"
"W12-3141","W17-4734","0.0333333"
"W17-4734","W12-3141","0.0333333"
"W13-2204","W13-2250","0.0333333"
"W13-2250","W13-2204","0.0333333"
"W13-2204","W17-4734","0.0333333"
"W17-4734","W13-2204","0.0333333"
"W13-2250","W14-3307","0.0333333"
"W14-3307","W13-2250","0.0333333"
"W13-2250","W14-3330","0.0333333"
"W14-3330","W13-2250","0.0333333"
"W13-2250","W16-2320","0.0333333"
"W16-2320","W13-2250","0.0333333"
"W13-2250","W17-4734","0.0333333"
"W17-4734","W13-2250","0.0333333"
"W14-3307","W17-4734","0.0333333"
"W17-4734","W14-3307","0.0333333"
"W14-3330","W17-4734","0.144444"
"W17-4734","W14-3330","0.144444"
"W16-2320","W17-4734","3.35397"
"W17-4734","W16-2320","3.35397"
"2010.iwslt-evaluation.13","2014.iwslt-evaluation.15","0.0666667"
"2014.iwslt-evaluation.15","2010.iwslt-evaluation.13","0.0666667"
"2011.iwslt-evaluation.15","2014.iwslt-evaluation.15","1.06667"
"2014.iwslt-evaluation.15","2011.iwslt-evaluation.15","1.06667"
"2011.iwslt-evaluation.15","C10-1027","0.0666667"
"C10-1027","2011.iwslt-evaluation.15","0.0666667"
"2011.iwslt-evaluation.15","pecheux-etal-2014-rule","0.266667"
"pecheux-etal-2014-rule","2011.iwslt-evaluation.15","0.266667"
"2011.iwslt-evaluation.7","2014.iwslt-evaluation.15","0.202413"
"2014.iwslt-evaluation.15","2011.iwslt-evaluation.7","0.202413"
"2014.iwslt-evaluation.15","C10-1027","0.0666667"
"C10-1027","2014.iwslt-evaluation.15","0.0666667"
"2014.iwslt-evaluation.15","C10-2023","0.0666667"
"C10-2023","2014.iwslt-evaluation.15","0.0666667"
"2014.iwslt-evaluation.15","pecheux-etal-2014-rule","0.12549"
"pecheux-etal-2014-rule","2014.iwslt-evaluation.15","0.12549"
"2014.iwslt-evaluation.15","W10-1704","0.202413"
"W10-1704","2014.iwslt-evaluation.15","0.202413"
"2014.iwslt-evaluation.15","W11-2135","0.202413"
"W11-2135","2014.iwslt-evaluation.15","0.202413"
"2014.iwslt-evaluation.15","W11-2168","0.196919"
"W11-2168","2014.iwslt-evaluation.15","0.196919"
"2014.iwslt-evaluation.15","W13-2204","0.473842"
"W13-2204","2014.iwslt-evaluation.15","0.473842"
"2014.iwslt-evaluation.15","W14-3330","1.05076"
"W14-3330","2014.iwslt-evaluation.15","1.05076"
"C10-1027","W11-2135","0.0666667"
"W11-2135","C10-1027","0.0666667"
"pecheux-etal-2014-rule","W11-2135","0.268347"
"W11-2135","pecheux-etal-2014-rule","0.268347"
"W11-2135","W16-2304","0.202413"
"W16-2304","W11-2135","0.202413"
"2011.eamt-1.41","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","2011.eamt-1.41","0.0714286"
"2011.jeptalnrecital-long.36","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","2011.jeptalnrecital-long.36","0.0714286"
"2012.eamt-1.62","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","2012.eamt-1.62","0.0714286"
"2013.iwslt-papers.7","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","2013.iwslt-papers.7","0.0714286"
"2014.iwslt-evaluation.15","C16-1142","0.0714286"
"C16-1142","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","F12-2009","0.0714286"
"F12-2009","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","F14-1025","0.0714286"
"F14-1025","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","gahbiche-braham-etal-2012-joint","0.0714286"
"gahbiche-braham-etal-2012-joint","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","L16-1099","0.0714286"
"L16-1099","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","N16-3006","0.0714286"
"N16-3006","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","W11-1207","0.0714286"
"W11-1207","2014.iwslt-evaluation.15","0.0714286"
"C16-1142","F14-1025","0.0714286"
"F14-1025","C16-1142","0.0714286"
"C16-1142","W11-1207","0.0714286"
"W11-1207","C16-1142","0.0714286"
"C16-1142","W16-2320","0.0714286"
"W16-2320","C16-1142","0.0714286"
"F14-1025","L16-1099","0.0714286"
"L16-1099","F14-1025","0.0714286"
"gahbiche-braham-etal-2012-joint","L16-1099","0.0714286"
"L16-1099","gahbiche-braham-etal-2012-joint","0.0714286"
"L16-1099","W11-1207","0.321429"
"W11-1207","L16-1099","0.321429"
"L16-1099","W16-2320","0.0714286"
"W16-2320","L16-1099","0.0714286"
"2011.iwslt-evaluation.15","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","2011.iwslt-evaluation.15","0.0833333"
"2011.iwslt-evaluation.15","F13-2028","0.0833333"
"F13-2028","2011.iwslt-evaluation.15","0.0833333"
"2011.jeptalnrecital-long.36","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","2011.jeptalnrecital-long.36","0.0833333"
"2011.jeptalnrecital-long.36","F13-2028","0.0833333"
"F13-2028","2011.jeptalnrecital-long.36","0.0833333"
"2012.eamt-1.62","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","2012.eamt-1.62","0.0833333"
"2012.eamt-1.62","F13-2028","0.0833333"
"F13-2028","2012.eamt-1.62","0.0833333"
"2012.iwslt-papers.20","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","2012.iwslt-papers.20","0.0833333"
"2012.iwslt-papers.20","F13-2028","0.0833333"
"F13-2028","2012.iwslt-papers.20","0.0833333"
"2013.iwslt-papers.7","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","2013.iwslt-papers.7","0.0833333"
"2013.iwslt-papers.7","F13-2028","0.0833333"
"F13-2028","2013.iwslt-papers.7","0.0833333"
"2013.mtsummit-papers.15","2014.iwslt-papers.9","0.0833333"
"2014.iwslt-papers.9","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","2021.jeptalnrecital-taln.8","0.0833333"
"2021.jeptalnrecital-taln.8","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","E12-1013","0.0833333"
"E12-1013","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","F12-2009","0.0833333"
"F12-2009","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","F13-2028","3.75"
"F13-2028","2013.mtsummit-papers.15","3.75"
"2013.mtsummit-papers.15","F14-2002","0.0833333"
"F14-2002","2013.mtsummit-papers.15","0.0833333"
"2013.mtsummit-papers.15","W17-4705","0.0833333"
"W17-4705","2013.mtsummit-papers.15","0.0833333"
"2014.iwslt-papers.9","F13-2028","0.0833333"
"F13-2028","2014.iwslt-papers.9","0.0833333"
"2021.jeptalnrecital-taln.8","F13-2028","0.0833333"
"F13-2028","2021.jeptalnrecital-taln.8","0.0833333"
"E12-1013","F13-2028","0.0833333"
"F13-2028","E12-1013","0.0833333"
"F12-2009","F13-2028","0.0833333"
"F13-2028","F12-2009","0.0833333"
"F13-2028","F14-2002","0.0833333"
"F14-2002","F13-2028","0.0833333"
"F13-2028","W17-4705","0.0833333"
"W17-4705","F13-2028","0.0833333"
"2011.iwslt-evaluation.15","2015.lilt-12.6","0.25"
"2015.lilt-12.6","2011.iwslt-evaluation.15","0.25"
"2011.iwslt-evaluation.15","D18-1328","0.25"
"D18-1328","2011.iwslt-evaluation.15","0.25"
"2011.iwslt-evaluation.15","W12-2505","0.25"
"W12-2505","2011.iwslt-evaluation.15","0.25"
"2015.lilt-12.6","D18-1328","0.25"
"D18-1328","2015.lilt-12.6","0.25"
"2015.lilt-12.6","W11-1207","1.75"
"W11-1207","2015.lilt-12.6","1.75"
"2015.lilt-12.6","W12-2505","1.83333"
"W12-2505","2015.lilt-12.6","1.83333"
"D18-1328","W11-1207","0.25"
"W11-1207","D18-1328","0.25"
"D18-1328","W12-2505","0.25"
"W12-2505","D18-1328","0.25"
"W11-1207","W12-2505","0.75"
"W12-2505","W11-1207","0.75"
"2014.amta-researchers.17","pecheux-etal-2014-rule","0.2"
"pecheux-etal-2014-rule","2014.amta-researchers.17","0.2"
"2011.iwslt-evaluation.15","2015.jeptalnrecital-long.1","0.111111"
"2015.jeptalnrecital-long.1","2011.iwslt-evaluation.15","0.111111"
"2011.iwslt-evaluation.15","D17-1044","0.111111"
"D17-1044","2011.iwslt-evaluation.15","0.111111"
"2011.iwslt-evaluation.15","F12-2044","0.111111"
"F12-2044","2011.iwslt-evaluation.15","0.111111"
"2011.jeptalnrecital-long.37","D17-1044","0.111111"
"D17-1044","2011.jeptalnrecital-long.37","0.111111"
"2011.jeptalnrecital-long.37","F12-2044","0.111111"
"F12-2044","2011.jeptalnrecital-long.37","0.111111"
"2015.jeptalnrecital-long.1","D17-1044","0.111111"
"D17-1044","2015.jeptalnrecital-long.1","0.111111"
"2015.jeptalnrecital-long.1","F12-2044","0.111111"
"F12-2044","2015.jeptalnrecital-long.1","0.111111"
"2015.jeptalnrecital-long.1","gahbiche-braham-etal-2012-joint","0.111111"
"gahbiche-braham-etal-2012-joint","2015.jeptalnrecital-long.1","0.111111"
"2015.jeptalnrecital-long.1","W11-1207","0.111111"
"W11-1207","2015.jeptalnrecital-long.1","0.111111"
"2015.jeptalnrecital-long.1","W11-2168","0.111111"
"W11-2168","2015.jeptalnrecital-long.1","0.111111"
"2015.jeptalnrecital-long.1","W14-3330","0.111111"
"W14-3330","2015.jeptalnrecital-long.1","0.111111"
"2015.jeptalnrecital-long.1","W15-3016","0.111111"
"W15-3016","2015.jeptalnrecital-long.1","0.111111"
"D17-1044","F12-2044","0.111111"
"F12-2044","D17-1044","0.111111"
"D17-1044","gahbiche-braham-etal-2012-joint","0.111111"
"gahbiche-braham-etal-2012-joint","D17-1044","0.111111"
"D17-1044","W11-1207","0.111111"
"W11-1207","D17-1044","0.111111"
"D17-1044","W11-2168","0.111111"
"W11-2168","D17-1044","0.111111"
"D17-1044","W14-3330","0.111111"
"W14-3330","D17-1044","0.111111"
"D17-1044","W15-3016","0.111111"
"W15-3016","D17-1044","0.111111"
"F12-2044","gahbiche-braham-etal-2012-joint","0.611111"
"gahbiche-braham-etal-2012-joint","F12-2044","0.611111"
"F12-2044","W11-1207","0.111111"
"W11-1207","F12-2044","0.111111"
"F12-2044","W11-2168","1.11111"
"W11-2168","F12-2044","1.11111"
"F12-2044","W14-3330","0.111111"
"W14-3330","F12-2044","0.111111"
"F12-2044","W15-3016","0.111111"
"W15-3016","F12-2044","0.111111"
"2017.jeptalnrecital-long.2","W13-2204","0.410256"
"W13-2204","2017.jeptalnrecital-long.2","0.410256"
"2014.iwslt-evaluation.15","2014.iwslt-papers.6","0.207175"
"2014.iwslt-papers.6","2014.iwslt-evaluation.15","0.207175"
"2014.iwslt-evaluation.15","max-etal-2010-contrastive","0.0588235"
"max-etal-2010-contrastive","2014.iwslt-evaluation.15","0.0588235"
"2014.iwslt-evaluation.15","W09-0417","0.135747"
"W09-0417","2014.iwslt-evaluation.15","0.135747"
"2014.iwslt-evaluation.15","W15-3012","0.130252"
"W15-3012","2014.iwslt-evaluation.15","0.130252"
"W11-2135","W15-3012","0.0588235"
"W15-3012","W11-2135","0.0588235"
"2012.iwslt-papers.20","F14-1025","1.91667"
"F14-1025","2012.iwslt-papers.20","1.91667"
"2014.iwslt-papers.6","F14-1025","0.333333"
"F14-1025","2014.iwslt-papers.6","0.333333"
"2011.iwslt-evaluation.7","F14-1016","0.142857"
"F14-1016","2011.iwslt-evaluation.7","0.142857"
"2014.iwslt-papers.6","F14-1016","0.142857"
"F14-1016","2014.iwslt-papers.6","0.142857"
"2014.iwslt-papers.6","W12-2701","0.142857"
"W12-2701","2014.iwslt-papers.6","0.142857"
"D10-1076","pecheux-etal-2014-rule","0.142857"
"pecheux-etal-2014-rule","D10-1076","0.142857"
"F14-1016","pecheux-etal-2014-rule","0.767857"
"pecheux-etal-2014-rule","F14-1016","0.767857"
"F14-1016","W11-2135","0.142857"
"W11-2135","F14-1016","0.142857"
"F14-1016","W12-2701","0.142857"
"W12-2701","F14-1016","0.142857"
"pecheux-etal-2014-rule","W12-2701","0.142857"
"W12-2701","pecheux-etal-2014-rule","0.142857"
"2011.iwslt-evaluation.7","2017.jeptalnrecital-long.2","0.0769231"
"2017.jeptalnrecital-long.2","2011.iwslt-evaluation.7","0.0769231"
"2011.iwslt-evaluation.7","W15-3016","0.0769231"
"W15-3016","2011.iwslt-evaluation.7","0.0769231"
"2011.iwslt-evaluation.7","W17-4721","0.0769231"
"W17-4721","2011.iwslt-evaluation.7","0.0769231"
"2014.iwslt-evaluation.15","2017.jeptalnrecital-long.2","0.153846"
"2017.jeptalnrecital-long.2","2014.iwslt-evaluation.15","0.153846"
"2014.iwslt-evaluation.15","W15-3016","0.425275"
"W15-3016","2014.iwslt-evaluation.15","0.425275"
"2014.iwslt-evaluation.15","W16-2337","0.225275"
"W16-2337","2014.iwslt-evaluation.15","0.225275"
"2014.iwslt-evaluation.15","W17-4703","0.0769231"
"W17-4703","2014.iwslt-evaluation.15","0.0769231"
"2014.iwslt-evaluation.15","W17-4721","0.0769231"
"W17-4721","2014.iwslt-evaluation.15","0.0769231"
"2017.jeptalnrecital-long.2","W11-2135","0.0769231"
"W11-2135","2017.jeptalnrecital-long.2","0.0769231"
"W11-2135","W15-3016","0.0769231"
"W15-3016","W11-2135","0.0769231"
"W11-2135","W17-4721","0.0769231"
"W17-4721","W11-2135","0.0769231"
"W13-2204","W15-3016","0.348352"
"W15-3016","W13-2204","0.348352"
"W13-2204","W17-4721","0.0769231"
"W17-4721","W13-2204","0.0769231"
"2011.iwslt-papers.10","W12-4201","0.333333"
"W12-4201","2011.iwslt-papers.10","0.333333"
"2011.iwslt-papers.10","2012.amta-papers.17","0.333333"
"2012.amta-papers.17","2011.iwslt-papers.10","0.333333"
"2011.iwslt-papers.10","C16-1012","0.25"
"C16-1012","2011.iwslt-papers.10","0.25"
"2011.iwslt-papers.10","E12-1013","0.25"
"E12-1013","2011.iwslt-papers.10","0.25"
"2011.iwslt-papers.10","pecheux-etal-2014-rule","0.25"
"pecheux-etal-2014-rule","2011.iwslt-papers.10","0.25"
"C16-1012","D10-1091","1.58333"
"D10-1091","C16-1012","1.58333"
"C16-1012","E12-1013","0.25"
"E12-1013","C16-1012","0.25"
"C16-1012","pecheux-etal-2014-rule","0.708333"
"pecheux-etal-2014-rule","C16-1012","0.708333"
"D10-1091","pecheux-etal-2014-rule","0.583333"
"pecheux-etal-2014-rule","D10-1091","0.583333"
"E12-1013","pecheux-etal-2014-rule","0.75"
"pecheux-etal-2014-rule","E12-1013","0.75"
"2012.amta-papers.17","W16-2320","0.142857"
"W16-2320","2012.amta-papers.17","0.142857"
"2012.amta-papers.17","W17-4734","0.142857"
"W17-4734","2012.amta-papers.17","0.142857"
"2021.jeptalnrecital-taln.2","W16-2320","0.142857"
"W16-2320","2021.jeptalnrecital-taln.2","0.142857"
"2021.jeptalnrecital-taln.2","W17-4734","0.142857"
"W17-4734","2021.jeptalnrecital-taln.2","0.142857"
"E12-1013","W16-2320","0.142857"
"W16-2320","E12-1013","0.142857"
"E12-1013","W17-4734","0.142857"
"W17-4734","E12-1013","0.142857"
"W16-2320","W17-4705","0.320635"
"W17-4705","W16-2320","0.320635"
"W17-4705","W17-4734","1.52063"
"W17-4734","W17-4705","1.52063"
"2012.amta-papers.17","2016.jeptalnrecital-long.19","0.416667"
"2016.jeptalnrecital-long.19","2012.amta-papers.17","0.416667"
"2014.iwslt-papers.6","2016.jeptalnrecital-long.19","0.366667"
"2016.jeptalnrecital-long.19","2014.iwslt-papers.6","0.366667"
"2015.jeptalnrecital-long.23","2016.jeptalnrecital-long.19","0.366667"
"2016.jeptalnrecital-long.19","2015.jeptalnrecital-long.23","0.366667"
"2016.jeptalnrecital-long.19","D15-1121","0.166667"
"D15-1121","2016.jeptalnrecital-long.19","0.166667"
"2016.jeptalnrecital-long.19","F13-1033","0.166667"
"F13-1033","2016.jeptalnrecital-long.19","0.166667"
"2016.jeptalnrecital-long.19","W14-3330","0.166667"
"W14-3330","2016.jeptalnrecital-long.19","0.166667"
"2012.amta-papers.17","2014.amta-researchers.17","0.0714286"
"2014.amta-researchers.17","2012.amta-papers.17","0.0714286"
"2012.amta-papers.17","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","2012.amta-papers.17","0.0714286"
"2012.amta-papers.17","F14-1023","0.0714286"
"F14-1023","2012.amta-papers.17","0.0714286"
"2012.amta-papers.17","W14-3307","0.0714286"
"W14-3307","2012.amta-papers.17","0.0714286"
"2012.amta-papers.17","W15-3012","0.0714286"
"W15-3012","2012.amta-papers.17","0.0714286"
"2012.amta-papers.17","W15-3016","0.0714286"
"W15-3016","2012.amta-papers.17","0.0714286"
"2012.amta-papers.17","W16-2304","0.0714286"
"W16-2304","2012.amta-papers.17","0.0714286"
"2014.amta-researchers.17","2014.iwslt-evaluation.15","0.0714286"
"2014.iwslt-evaluation.15","2014.amta-researchers.17","0.0714286"
"2014.amta-researchers.17","2014.iwslt-papers.6","0.904762"
"2014.iwslt-papers.6","2014.amta-researchers.17","0.904762"
"2014.amta-researchers.17","2015.jeptalnrecital-long.23","1.40476"
"2015.jeptalnrecital-long.23","2014.amta-researchers.17","1.40476"
"2014.amta-researchers.17","D15-1121","0.904762"
"D15-1121","2014.amta-researchers.17","0.904762"
"2014.amta-researchers.17","F14-1023","0.571429"
"F14-1023","2014.amta-researchers.17","0.571429"
"2014.amta-researchers.17","W13-2204","0.0714286"
"W13-2204","2014.amta-researchers.17","0.0714286"
"2014.iwslt-evaluation.15","F14-1023","0.148352"
"F14-1023","2014.iwslt-evaluation.15","0.148352"
"2014.iwslt-evaluation.15","W14-3307","0.148352"
"W14-3307","2014.iwslt-evaluation.15","0.148352"
"2014.iwslt-papers.6","F14-1023","0.815018"
"F14-1023","2014.iwslt-papers.6","0.815018"
"2014.iwslt-papers.6","W15-3016","0.648352"
"W15-3016","2014.iwslt-papers.6","0.648352"
"2015.jeptalnrecital-long.23","F14-1023","3.14835"
"F14-1023","2015.jeptalnrecital-long.23","3.14835"
"2015.jeptalnrecital-long.23","W15-3016","0.148352"
"W15-3016","2015.jeptalnrecital-long.23","0.148352"
"D15-1121","F14-1023","1.31502"
"F14-1023","D15-1121","1.31502"
"D15-1121","W15-3016","0.148352"
"W15-3016","D15-1121","0.148352"
"F14-1023","W12-3141","0.0714286"
"W12-3141","F14-1023","0.0714286"
"F14-1023","W13-2204","1.07143"
"W13-2204","F14-1023","1.07143"
"F14-1023","W14-3307","0.148352"
"W14-3307","F14-1023","0.148352"
"F14-1023","W14-3330","0.148352"
"W14-3330","F14-1023","0.148352"
"F14-1023","W15-3012","0.0714286"
"W15-3012","F14-1023","0.0714286"
"F14-1023","W15-3016","0.148352"
"W15-3016","F14-1023","0.148352"
"F14-1023","W16-2304","0.148352"
"W16-2304","F14-1023","0.148352"
"F14-1023","W16-2337","0.148352"
"W16-2337","F14-1023","0.148352"
"2012.amta-papers.17","pecheux-etal-2014-rule","0.25"
"pecheux-etal-2014-rule","2012.amta-papers.17","0.25"
"2012.amta-papers.17","W08-0310","0.25"
"W08-0310","2012.amta-papers.17","0.25"
"2016.jeptalnrecital-long.19","C10-2023","0.25"
"C10-2023","2016.jeptalnrecital-long.19","0.25"
"2016.jeptalnrecital-long.19","pecheux-etal-2014-rule","0.25"
"pecheux-etal-2014-rule","2016.jeptalnrecital-long.19","0.25"
"2016.jeptalnrecital-long.19","W08-0310","0.25"
"W08-0310","2016.jeptalnrecital-long.19","0.25"
"pecheux-etal-2014-rule","W08-0310","0.25"
"W08-0310","pecheux-etal-2014-rule","0.25"
"2020.amta-research.6","W11-2168","0.25"
"W11-2168","2020.amta-research.6","0.25"
"2020.findings-emnlp.147","W11-1207","0.25"
"W11-1207","2020.findings-emnlp.147","0.25"
"2012.eamt-1.62","pecheux-etal-2014-rule","0.166667"
"pecheux-etal-2014-rule","2012.eamt-1.62","0.166667"
"2013.iwslt-papers.7","pecheux-etal-2014-rule","0.666667"
"pecheux-etal-2014-rule","2013.iwslt-papers.7","0.666667"
"2014.iwslt-papers.9","pecheux-etal-2014-rule","0.166667"
"pecheux-etal-2014-rule","2014.iwslt-papers.9","0.166667"
"F12-2009","pecheux-etal-2014-rule","0.166667"
"pecheux-etal-2014-rule","F12-2009","0.166667"
"F14-2002","pecheux-etal-2014-rule","0.166667"
"pecheux-etal-2014-rule","F14-2002","0.166667"
"N16-3006","pecheux-etal-2014-rule","0.166667"
"pecheux-etal-2014-rule","N16-3006","0.166667"
"2012.iwslt-papers.20","W15-3016","0.5"
"W15-3016","2012.iwslt-papers.20","0.5"
"2012.iwslt-papers.20","W09-0417","1"
"W09-0417","2012.iwslt-papers.20","1"
"2013.mtsummit-papers.15","2021.jeptalnrecital-taln.2","1"
"2021.jeptalnrecital-taln.2","2013.mtsummit-papers.15","1"
"2013.mtsummit-papers.15","pecheux-etal-2014-rule","0.333333"
"pecheux-etal-2014-rule","2013.mtsummit-papers.15","0.333333"
"2013.mtsummit-papers.15","W13-2250","1.33333"
"W13-2250","2013.mtsummit-papers.15","1.33333"
"F13-2028","pecheux-etal-2014-rule","0.333333"
"pecheux-etal-2014-rule","F13-2028","0.333333"
"F13-2028","W13-2250","0.833333"
"W13-2250","F13-2028","0.833333"
"pecheux-etal-2014-rule","W13-2250","0.333333"
"W13-2250","pecheux-etal-2014-rule","0.333333"
"2013.mtsummit-papers.15","2020.wmt-1.72","0.333333"
"2020.wmt-1.72","2013.mtsummit-papers.15","0.333333"
"2013.mtsummit-papers.15","2021.tacl-1.2","0.333333"
"2021.tacl-1.2","2013.mtsummit-papers.15","0.333333"
"2020.wmt-1.72","2021.tacl-1.2","6.66667"
"2021.tacl-1.2","2020.wmt-1.72","6.66667"
"2020.wmt-1.72","F13-2028","0.333333"
"F13-2028","2020.wmt-1.72","0.333333"
"2021.tacl-1.2","F13-2028","0.333333"
"F13-2028","2021.tacl-1.2","0.333333"
"2013.mtsummit-papers.15","W13-2204","1"
"W13-2204","2013.mtsummit-papers.15","1"
"2013.mtsummit-papers.15","W12-3120","1"
"W12-3120","2013.mtsummit-papers.15","1"
"2014.iwslt-evaluation.15","D10-1076","0.2"
"D10-1076","2014.iwslt-evaluation.15","0.2"
"2014.iwslt-evaluation.15","2014.iwslt-papers.9","0.0769231"
"2014.iwslt-papers.9","2014.iwslt-evaluation.15","0.0769231"
"2014.iwslt-papers.6","2017.jeptalnrecital-long.2","0.0769231"
"2017.jeptalnrecital-long.2","2014.iwslt-papers.6","0.0769231"
"2014.iwslt-papers.9","F14-1023","1.07692"
"F14-1023","2014.iwslt-papers.9","1.07692"
"2015.jeptalnrecital-long.23","2017.jeptalnrecital-long.2","0.0769231"
"2017.jeptalnrecital-long.2","2015.jeptalnrecital-long.23","0.0769231"
"2017.jeptalnrecital-long.2","D15-1121","0.0769231"
"D15-1121","2017.jeptalnrecital-long.2","0.0769231"
"2017.jeptalnrecital-long.2","F14-1023","0.0769231"
"F14-1023","2017.jeptalnrecital-long.2","0.0769231"
"F13-1033","F14-1023","0.0769231"
"F14-1023","F13-1033","0.0769231"
"F14-1023","W16-2320","0.0769231"
"W16-2320","F14-1023","0.0769231"
"2020.wmt-1.72","F14-1023","0.333333"
"F14-1023","2020.wmt-1.72","0.333333"
"2014.iwslt-papers.6","E09-1056","0.366667"
"E09-1056","2014.iwslt-papers.6","0.366667"
"2014.iwslt-papers.6","E17-2051","0.2"
"E17-2051","2014.iwslt-papers.6","0.2"
"2015.jeptalnrecital-long.23","E09-1056","0.2"
"E09-1056","2015.jeptalnrecital-long.23","0.2"
"2015.jeptalnrecital-long.23","E17-2051","0.2"
"E17-2051","2015.jeptalnrecital-long.23","0.2"
"2016.jeptalnrecital-long.19","E09-1056","0.2"
"E09-1056","2016.jeptalnrecital-long.19","0.2"
"2016.jeptalnrecital-long.19","E17-2051","2.47619"
"E17-2051","2016.jeptalnrecital-long.19","2.47619"
"2016.jeptalnrecital-long.19","W11-2168","0.2"
"W11-2168","2016.jeptalnrecital-long.19","0.2"
"E09-1056","E17-2051","0.2"
"E17-2051","E09-1056","0.2"
"E09-1056","W11-2168","0.366667"
"W11-2168","E09-1056","0.366667"
"E17-2051","W11-2168","0.2"
"W11-2168","E17-2051","0.2"
"D10-1091","E09-1056","1.16667"
"E09-1056","D10-1091","1.16667"
"E09-1056","E12-1013","0.166667"
"E12-1013","E09-1056","0.166667"
"E09-1056","F13-1033","0.166667"
"F13-1033","E09-1056","0.166667"
"E09-1056","W15-3012","0.166667"
"W15-3012","E09-1056","0.166667"
"E12-1013","W15-3012","0.166667"
"W15-3012","E12-1013","0.166667"
"2014.iwslt-papers.9","2016.jeptalnrecital-long.1","0.0666667"
"2016.jeptalnrecital-long.1","2014.iwslt-papers.9","0.0666667"
"2014.iwslt-papers.9","2020.amta-research.6","0.0666667"
"2020.amta-research.6","2014.iwslt-papers.9","0.0666667"
"2014.iwslt-papers.9","2020.findings-emnlp.147","0.0666667"
"2020.findings-emnlp.147","2014.iwslt-papers.9","0.0666667"
"2014.iwslt-papers.9","2021.emnlp-main.665","0.0666667"
"2021.emnlp-main.665","2014.iwslt-papers.9","0.0666667"
"2014.iwslt-papers.9","2021.emnlp-main.671","0.0666667"
"2021.emnlp-main.671","2014.iwslt-papers.9","0.0666667"
"2014.iwslt-papers.9","2021.mtsummit-research.21","0.0666667"
"2021.mtsummit-research.21","2014.iwslt-papers.9","0.0666667"
"2014.iwslt-papers.9","K17-3017","0.0666667"
"K17-3017","2014.iwslt-papers.9","0.0666667"
"2014.iwslt-papers.9","W15-3027","0.0666667"
"W15-3027","2014.iwslt-papers.9","0.0666667"
"2014.iwslt-papers.9","W16-1205","0.0666667"
"W16-1205","2014.iwslt-papers.9","0.0666667"
"2016.jeptalnrecital-long.1","2021.calcs-1.11","0.0666667"
"2021.calcs-1.11","2016.jeptalnrecital-long.1","0.0666667"
"2016.jeptalnrecital-long.1","2021.emnlp-main.665","0.0666667"
"2021.emnlp-main.665","2016.jeptalnrecital-long.1","0.0666667"
"2016.jeptalnrecital-long.1","2021.emnlp-main.671","0.0666667"
"2021.emnlp-main.671","2016.jeptalnrecital-long.1","0.0666667"
"2016.jeptalnrecital-long.1","K17-3017","0.0666667"
"K17-3017","2016.jeptalnrecital-long.1","0.0666667"
"2016.jeptalnrecital-long.1","W15-3016","0.0666667"
"W15-3016","2016.jeptalnrecital-long.1","0.0666667"
"2016.jeptalnrecital-long.1","W15-3027","0.191667"
"W15-3027","2016.jeptalnrecital-long.1","0.191667"
"2016.jeptalnrecital-long.1","W16-2320","0.0666667"
"W16-2320","2016.jeptalnrecital-long.1","0.0666667"
"2016.jeptalnrecital-long.1","W16-2337","0.0666667"
"W16-2337","2016.jeptalnrecital-long.1","0.0666667"
"2017.jeptalnrecital-long.2","2021.emnlp-main.665","0.0666667"
"2021.emnlp-main.665","2017.jeptalnrecital-long.2","0.0666667"
"2017.jeptalnrecital-long.2","2021.emnlp-main.671","0.133333"
"2021.emnlp-main.671","2017.jeptalnrecital-long.2","0.133333"
"2017.jeptalnrecital-long.2","K17-3017","0.0666667"
"K17-3017","2017.jeptalnrecital-long.2","0.0666667"
"2017.jeptalnrecital-long.2","W15-3027","0.0666667"
