"1993.iwpt-1.24","W93-0109","4"
"2012.amta-papers.19","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","2012.amta-papers.19","0.055303"
"2012.amta-papers.19","2013.iwslt-papers.12","0.115339"
"2013.iwslt-papers.12","2012.amta-papers.19","0.115339"
"2012.amta-papers.19","2014.iwslt-evaluation.17","0.115339"
"2014.iwslt-evaluation.17","2012.amta-papers.19","0.115339"
"2012.amta-papers.19","2014.iwslt-evaluation.7","0.585036"
"2014.iwslt-evaluation.7","2012.amta-papers.19","0.585036"
"2012.amta-papers.19","2014.iwslt-papers.10","0.0850358"
"2014.iwslt-papers.10","2012.amta-papers.19","0.0850358"
"2012.amta-papers.19","2014.iwslt-papers.4","0.0850358"
"2014.iwslt-papers.4","2012.amta-papers.19","0.0850358"
"2012.amta-papers.19","2015.eamt-1.18","0.115339"
"2015.eamt-1.18","2012.amta-papers.19","0.115339"
"2012.amta-papers.19","E14-4009","0.115339"
"E14-4009","2012.amta-papers.19","0.115339"
"2012.amta-papers.19","N16-3017","0.055303"
"N16-3017","2012.amta-papers.19","0.055303"
"2012.amta-papers.19","W11-2142","0.0830808"
"W11-2142","2012.amta-papers.19","0.0830808"
"2012.amta-papers.19","W13-0805","0.0830808"
"W13-0805","2012.amta-papers.19","0.0830808"
"2012.amta-papers.19","W14-3307","0.258196"
"W14-3307","2012.amta-papers.19","0.258196"
"2012.amta-papers.19","W15-4917","0.115339"
"W15-4917","2012.amta-papers.19","0.115339"
"2012.amta-papers.19","W16-2208","0.0875611"
"W16-2208","2012.amta-papers.19","0.0875611"
"2012.amta-papers.19","W16-2320","0.0527778"
"W16-2320","2012.amta-papers.19","0.0527778"
"2012.iwslt-papers.15","2012.iwslt-papers.3","0.1538"
"2012.iwslt-papers.3","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","2013.iwslt-evaluation.24","0.115339"
"2013.iwslt-evaluation.24","2012.iwslt-papers.15","0.115339"
"2012.iwslt-papers.15","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","2012.iwslt-papers.15","0.055303"
"2012.iwslt-papers.15","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","2014.amta-researchers.17","0.1538"
"2014.amta-researchers.17","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","2014.iwslt-evaluation.17","0.1538"
"2014.iwslt-evaluation.17","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","2014.iwslt-papers.10","0.0850358"
"2014.iwslt-papers.10","2012.iwslt-papers.15","0.0850358"
"2012.iwslt-papers.15","2014.iwslt-papers.4","0.956831"
"2014.iwslt-papers.4","2012.iwslt-papers.15","0.956831"
"2012.iwslt-papers.15","2015.eamt-1.18","0.3538"
"2015.eamt-1.18","2012.iwslt-papers.15","0.3538"
"2012.iwslt-papers.15","C16-1172","0.0572581"
"C16-1172","2012.iwslt-papers.15","0.0572581"
"2012.iwslt-papers.15","N16-3017","0.055303"
"N16-3017","2012.iwslt-papers.15","0.055303"
"2012.iwslt-papers.15","W09-0413","0.121542"
"W09-0413","2012.iwslt-papers.15","0.121542"
"2012.iwslt-papers.15","W10-1719","0.121542"
"W10-1719","2012.iwslt-papers.15","0.121542"
"2012.iwslt-papers.15","W11-2124","0.0527778"
"W11-2124","2012.iwslt-papers.15","0.0527778"
"2012.iwslt-papers.15","W12-3140","0.3538"
"W12-3140","2012.iwslt-papers.15","0.3538"
"2012.iwslt-papers.15","W13-2223","0.1538"
"W13-2223","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","W13-2264","0.1538"
"W13-2264","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","W13-3204","0.1538"
"W13-3204","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","W14-3307","0.1538"
"W14-3307","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","W14-3310","0.1538"
"W14-3310","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","W15-3012","0.1538"
"W15-3012","2012.iwslt-papers.15","0.1538"
"2012.iwslt-papers.15","W15-4917","0.3538"
"W15-4917","2012.iwslt-papers.15","0.3538"
"2012.iwslt-papers.15","W16-2320","0.0527778"
"W16-2320","2012.iwslt-papers.15","0.0527778"
"2012.iwslt-papers.3","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","2012.iwslt-papers.3","0.055303"
"2012.iwslt-papers.3","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","2012.iwslt-papers.3","0.1538"
"2012.iwslt-papers.3","2014.iwslt-evaluation.17","0.2038"
"2014.iwslt-evaluation.17","2012.iwslt-papers.3","0.2038"
"2012.iwslt-papers.3","2014.iwslt-evaluation.7","0.135036"
"2014.iwslt-evaluation.7","2012.iwslt-papers.3","0.135036"
"2012.iwslt-papers.3","2014.iwslt-papers.10","0.235036"
"2014.iwslt-papers.10","2012.iwslt-papers.3","0.235036"
"2012.iwslt-papers.3","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","2012.iwslt-papers.3","0.123497"
"2012.iwslt-papers.3","2015.eamt-1.18","0.2038"
"2015.eamt-1.18","2012.iwslt-papers.3","0.2038"
"2012.iwslt-papers.3","C16-1172","0.107258"
"C16-1172","2012.iwslt-papers.3","0.107258"
"2012.iwslt-papers.3","E14-4009","0.1538"
"E14-4009","2012.iwslt-papers.3","0.1538"
"2012.iwslt-papers.3","N16-3017","0.055303"
"N16-3017","2012.iwslt-papers.3","0.055303"
"2012.iwslt-papers.3","W11-2142","0.121542"
"W11-2142","2012.iwslt-papers.3","0.121542"
"2012.iwslt-papers.3","W13-0805","0.0830808"
"W13-0805","2012.iwslt-papers.3","0.0830808"
"2012.iwslt-papers.3","W14-3307","0.3038"
"W14-3307","2012.iwslt-papers.3","0.3038"
"2012.iwslt-papers.3","W15-4917","0.2038"
"W15-4917","2012.iwslt-papers.3","0.2038"
"2012.iwslt-papers.3","W16-2208","0.237561"
"W16-2208","2012.iwslt-papers.3","0.237561"
"2012.iwslt-papers.3","W16-2320","0.102778"
"W16-2320","2012.iwslt-papers.3","0.102778"
"2013.iwslt-evaluation.16","2013.iwslt-papers.11","0.530793"
"2013.iwslt-papers.11","2013.iwslt-evaluation.16","0.530793"
"2013.iwslt-evaluation.16","2013.iwslt-papers.12","0.115339"
"2013.iwslt-papers.12","2013.iwslt-evaluation.16","0.115339"
"2013.iwslt-evaluation.16","2014.iwslt-papers.10","0.535469"
"2014.iwslt-papers.10","2013.iwslt-evaluation.16","0.535469"
"2013.iwslt-evaluation.16","2014.iwslt-papers.4","0.0850358"
"2014.iwslt-papers.4","2013.iwslt-evaluation.16","0.0850358"
"2013.iwslt-evaluation.16","N16-3017","0.055303"
"N16-3017","2013.iwslt-evaluation.16","0.055303"
"2013.iwslt-evaluation.24","2013.iwslt-papers.11","0.39746"
"2013.iwslt-papers.11","2013.iwslt-evaluation.24","0.39746"
"2013.iwslt-evaluation.24","2013.iwslt-papers.12","0.115339"
"2013.iwslt-papers.12","2013.iwslt-evaluation.24","0.115339"
"2013.iwslt-evaluation.24","2014.iwslt-papers.10","0.635469"
"2014.iwslt-papers.10","2013.iwslt-evaluation.24","0.635469"
"2013.iwslt-evaluation.24","2014.iwslt-papers.4","0.285036"
"2014.iwslt-papers.4","2013.iwslt-evaluation.24","0.285036"
"2013.iwslt-evaluation.24","E14-4009","0.374162"
"E14-4009","2013.iwslt-evaluation.24","0.374162"
"2013.iwslt-evaluation.24","N16-3017","0.055303"
"N16-3017","2013.iwslt-evaluation.24","0.055303"
"2013.iwslt-evaluation.24","W13-0805","0.243337"
"W13-0805","2013.iwslt-evaluation.24","0.243337"
"2013.iwslt-evaluation.24","W16-2208","0.530151"
"W16-2208","2013.iwslt-evaluation.24","0.530151"
"2013.iwslt-evaluation.24","W16-2320","0.467929"
"W16-2320","2013.iwslt-evaluation.24","0.467929"
"2013.iwslt-papers.11","2013.iwslt-papers.12","0.055303"
"2013.iwslt-papers.12","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","2014.amta-researchers.17","0.055303"
"2014.amta-researchers.17","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","2014.iwslt-evaluation.17","0.39746"
"2014.iwslt-evaluation.17","2013.iwslt-papers.11","0.39746"
"2013.iwslt-papers.11","2014.iwslt-evaluation.7","0.95049"
"2014.iwslt-evaluation.7","2013.iwslt-papers.11","0.95049"
"2013.iwslt-papers.11","2014.iwslt-papers.10","0.025"
"2014.iwslt-papers.10","2013.iwslt-papers.11","0.025"
"2013.iwslt-papers.11","2014.iwslt-papers.4","0.225"
"2014.iwslt-papers.4","2013.iwslt-papers.11","0.225"
"2013.iwslt-papers.11","2015.eamt-1.18","0.19746"
"2015.eamt-1.18","2013.iwslt-papers.11","0.19746"
"2013.iwslt-papers.11","C16-1172","0.0838235"
"C16-1172","2013.iwslt-papers.11","0.0838235"
"2013.iwslt-papers.11","E14-4009","0.314127"
"E14-4009","2013.iwslt-papers.11","0.314127"
"2013.iwslt-papers.11","N16-3017","0.055303"
"N16-3017","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","W09-0413","0.055303"
"W09-0413","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","W10-1719","0.055303"
"W10-1719","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","W11-2124","0.025"
"W11-2124","2013.iwslt-papers.11","0.025"
"2013.iwslt-papers.11","W11-2142","0.055303"
"W11-2142","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","W11-2145","0.055303"
"W11-2145","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","W12-3140","0.055303"
"W12-3140","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","W12-3144","0.055303"
"W12-3144","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","W13-0805","8.8053"
"W13-0805","2013.iwslt-papers.11","8.8053"
"2013.iwslt-papers.11","W13-2210","0.114127"
"W13-2210","2013.iwslt-papers.11","0.114127"
"2013.iwslt-papers.11","W13-2223","0.114127"
"W13-2223","2013.iwslt-papers.11","0.114127"
"2013.iwslt-papers.11","W13-2264","0.055303"
"W13-2264","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","W13-3204","0.055303"
"W13-3204","2013.iwslt-papers.11","0.055303"
"2013.iwslt-papers.11","W14-3307","0.19746"
"W14-3307","2013.iwslt-papers.11","0.19746"
"2013.iwslt-papers.11","W14-3310","0.530793"
"W14-3310","2013.iwslt-papers.11","0.530793"
"2013.iwslt-papers.11","W14-3313","0.19746"
"W14-3313","2013.iwslt-papers.11","0.19746"
"2013.iwslt-papers.11","W15-3008","0.19746"
"W15-3008","2013.iwslt-papers.11","0.19746"
"2013.iwslt-papers.11","W15-3012","0.19746"
"W15-3012","2013.iwslt-papers.11","0.19746"
"2013.iwslt-papers.11","W15-4917","0.19746"
"W15-4917","2013.iwslt-papers.11","0.19746"
"2013.iwslt-papers.11","W16-2208","0.114127"
"W16-2208","2013.iwslt-papers.11","0.114127"
"2013.iwslt-papers.11","W16-2320","0.025"
"W16-2320","2013.iwslt-papers.11","0.025"
"2013.iwslt-papers.12","2014.amta-researchers.17","0.1538"
"2014.amta-researchers.17","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","2014.iwslt-evaluation.17","0.1538"
"2014.iwslt-evaluation.17","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","2014.iwslt-evaluation.7","0.0850358"
"2014.iwslt-evaluation.7","2013.iwslt-papers.12","0.0850358"
"2013.iwslt-papers.12","2014.iwslt-papers.10","1.08504"
"2014.iwslt-papers.10","2013.iwslt-papers.12","1.08504"
"2013.iwslt-papers.12","2014.iwslt-papers.4","2.79016"
"2014.iwslt-papers.4","2013.iwslt-papers.12","2.79016"
"2013.iwslt-papers.12","2015.eamt-1.18","0.1538"
"2015.eamt-1.18","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","C16-1172","0.0572581"
"C16-1172","2013.iwslt-papers.12","0.0572581"
"2013.iwslt-papers.12","E14-4009","0.820467"
"E14-4009","2013.iwslt-papers.12","0.820467"
"2013.iwslt-papers.12","N16-3017","0.055303"
"N16-3017","2013.iwslt-papers.12","0.055303"
"2013.iwslt-papers.12","W09-0413","0.121542"
"W09-0413","2013.iwslt-papers.12","0.121542"
"2013.iwslt-papers.12","W10-1719","0.121542"
"W10-1719","2013.iwslt-papers.12","0.121542"
"2013.iwslt-papers.12","W11-2124","0.0527778"
"W11-2124","2013.iwslt-papers.12","0.0527778"
"2013.iwslt-papers.12","W11-2142","0.121542"
"W11-2142","2013.iwslt-papers.12","0.121542"
"2013.iwslt-papers.12","W11-2145","0.126023"
"W11-2145","2013.iwslt-papers.12","0.126023"
"2013.iwslt-papers.12","W12-3140","0.1538"
"W12-3140","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W12-3144","0.126023"
"W12-3144","2013.iwslt-papers.12","0.126023"
"2013.iwslt-papers.12","W13-0805","0.0830808"
"W13-0805","2013.iwslt-papers.12","0.0830808"
"2013.iwslt-papers.12","W13-2210","0.126023"
"W13-2210","2013.iwslt-papers.12","0.126023"
"2013.iwslt-papers.12","W13-2223","0.1538"
"W13-2223","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W13-2264","0.1538"
"W13-2264","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W13-3204","0.1538"
"W13-3204","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W14-3307","0.1538"
"W14-3307","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W14-3310","0.1538"
"W14-3310","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W14-3313","0.1538"
"W14-3313","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W15-3008","0.1538"
"W15-3008","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W15-3012","0.1538"
"W15-3012","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W15-4917","0.1538"
"W15-4917","2013.iwslt-papers.12","0.1538"
"2013.iwslt-papers.12","W16-2208","0.0875611"
"W16-2208","2013.iwslt-papers.12","0.0875611"
"2013.iwslt-papers.12","W16-2320","0.0527778"
"W16-2320","2013.iwslt-papers.12","0.0527778"
"2014.amta-researchers.17","2014.iwslt-evaluation.17","0.296658"
"2014.iwslt-evaluation.17","2014.amta-researchers.17","0.296658"
"2014.amta-researchers.17","2014.iwslt-evaluation.7","0.0850358"
"2014.iwslt-evaluation.7","2014.amta-researchers.17","0.0850358"
"2014.amta-researchers.17","2014.iwslt-papers.10","0.185036"
"2014.iwslt-papers.10","2014.amta-researchers.17","0.185036"
"2014.amta-researchers.17","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","2014.amta-researchers.17","0.123497"
"2014.amta-researchers.17","2015.eamt-1.18","0.1538"
"2015.eamt-1.18","2014.amta-researchers.17","0.1538"
"2014.amta-researchers.17","C16-1172","0.0572581"
"C16-1172","2014.amta-researchers.17","0.0572581"
"2014.amta-researchers.17","E14-4009","0.1538"
"E14-4009","2014.amta-researchers.17","0.1538"
"2014.amta-researchers.17","N16-3017","0.055303"
"N16-3017","2014.amta-researchers.17","0.055303"
"2014.amta-researchers.17","W11-2142","0.121542"
"W11-2142","2014.amta-researchers.17","0.121542"
"2014.amta-researchers.17","W13-0805","0.0830808"
"W13-0805","2014.amta-researchers.17","0.0830808"
"2014.amta-researchers.17","W14-3307","0.2538"
"W14-3307","2014.amta-researchers.17","0.2538"
"2014.amta-researchers.17","W15-4917","0.1538"
"W15-4917","2014.amta-researchers.17","0.1538"
"2014.amta-researchers.17","W16-2208","0.330418"
"W16-2208","2014.amta-researchers.17","0.330418"
"2014.amta-researchers.17","W16-2320","0.0527778"
"W16-2320","2014.amta-researchers.17","0.0527778"
"2014.iwslt-evaluation.17","2014.iwslt-papers.10","0.575945"
"2014.iwslt-papers.10","2014.iwslt-evaluation.17","0.575945"
"2014.iwslt-evaluation.17","2014.iwslt-papers.4","0.323497"
"2014.iwslt-papers.4","2014.iwslt-evaluation.17","0.323497"
"2014.iwslt-evaluation.17","E14-4009","0.412624"
"E14-4009","2014.iwslt-evaluation.17","0.412624"
"2014.iwslt-evaluation.17","N16-3017","0.055303"
"N16-3017","2014.iwslt-evaluation.17","0.055303"
"2014.iwslt-evaluation.17","W09-0413","0.121542"
"W09-0413","2014.iwslt-evaluation.17","0.121542"
"2014.iwslt-evaluation.17","W11-2124","0.0527778"
"W11-2124","2014.iwslt-evaluation.17","0.0527778"
"2014.iwslt-evaluation.17","W13-0805","0.243337"
"W13-0805","2014.iwslt-evaluation.17","0.243337"
"2014.iwslt-evaluation.17","W13-3204","0.296658"
"W13-3204","2014.iwslt-evaluation.17","0.296658"
"2014.iwslt-evaluation.17","W16-2208","0.780151"
"W16-2208","2014.iwslt-evaluation.17","0.780151"
"2014.iwslt-evaluation.17","W16-2320","0.467929"
"W16-2320","2014.iwslt-evaluation.17","0.467929"
"2014.iwslt-evaluation.7","2014.iwslt-papers.10","0.468802"
"2014.iwslt-papers.10","2014.iwslt-evaluation.7","0.468802"
"2014.iwslt-evaluation.7","2014.iwslt-papers.4","0.618369"
"2014.iwslt-papers.4","2014.iwslt-evaluation.7","0.618369"
"2014.iwslt-evaluation.7","N16-3017","0.025"
"N16-3017","2014.iwslt-evaluation.7","0.025"
"2014.iwslt-evaluation.7","W09-0413","0.0527778"
"W09-0413","2014.iwslt-evaluation.7","0.0527778"
"2014.iwslt-evaluation.7","W11-2124","0.302778"
"W11-2124","2014.iwslt-evaluation.7","0.302778"
"2014.iwslt-evaluation.7","W13-3204","0.0850358"
"W13-3204","2014.iwslt-evaluation.7","0.0850358"
"2014.iwslt-papers.10","2014.iwslt-papers.4","0.0850358"
"2014.iwslt-papers.4","2014.iwslt-papers.10","0.0850358"
"2014.iwslt-papers.10","2015.eamt-1.18","0.377893"
"2015.eamt-1.18","2014.iwslt-papers.10","0.377893"
"2014.iwslt-papers.10","E14-4009","0.0850358"
"E14-4009","2014.iwslt-papers.10","0.0850358"
"2014.iwslt-papers.10","N16-3017","0.025"
"N16-3017","2014.iwslt-papers.10","0.025"
"2014.iwslt-papers.10","W10-1719","0.0527778"
"W10-1719","2014.iwslt-papers.10","0.0527778"
"2014.iwslt-papers.10","W11-2142","0.0527778"
"W11-2142","2014.iwslt-papers.10","0.0527778"
"2014.iwslt-papers.10","W11-2145","0.0572581"
"W11-2145","2014.iwslt-papers.10","0.0572581"
"2014.iwslt-papers.10","W12-3140","0.251703"
"W12-3140","2014.iwslt-papers.10","0.251703"
"2014.iwslt-papers.10","W12-3144","0.173925"
"W12-3144","2014.iwslt-papers.10","0.173925"
"2014.iwslt-papers.10","W13-0805","0.0527778"
"W13-0805","2014.iwslt-papers.10","0.0527778"
"2014.iwslt-papers.10","W13-2210","0.364834"
"W13-2210","2014.iwslt-papers.10","0.364834"
"2014.iwslt-papers.10","W13-2223","0.251703"
"W13-2223","2014.iwslt-papers.10","0.251703"
"2014.iwslt-papers.10","W13-3204","0.185036"
"W13-3204","2014.iwslt-papers.10","0.185036"
"2014.iwslt-papers.10","W14-3307","0.235036"
"W14-3307","2014.iwslt-papers.10","0.235036"
"2014.iwslt-papers.10","W14-3310","0.201703"
"W14-3310","2014.iwslt-papers.10","0.201703"
"2014.iwslt-papers.10","W14-3313","0.392612"
"W14-3313","2014.iwslt-papers.10","0.392612"
"2014.iwslt-papers.10","W15-3008","0.542612"
"W15-3008","2014.iwslt-papers.10","0.542612"
"2014.iwslt-papers.10","W15-4917","0.377893"
"W15-4917","2014.iwslt-papers.10","0.377893"
"2014.iwslt-papers.10","W16-2208","0.548167"
"W16-2208","2014.iwslt-papers.10","0.548167"
"2014.iwslt-papers.10","W16-2320","0.293687"
"W16-2320","2014.iwslt-papers.10","0.293687"
"2014.iwslt-papers.4","2015.eamt-1.18","0.123497"
"2015.eamt-1.18","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","C16-1172","0.0572581"
"C16-1172","2014.iwslt-papers.4","0.0572581"
"2014.iwslt-papers.4","E14-4009","2.49016"
"E14-4009","2014.iwslt-papers.4","2.49016"
"2014.iwslt-papers.4","N16-3017","0.025"
"N16-3017","2014.iwslt-papers.4","0.025"
"2014.iwslt-papers.4","W09-0413","0.0912393"
"W09-0413","2014.iwslt-papers.4","0.0912393"
"2014.iwslt-papers.4","W10-1719","0.0912393"
"W10-1719","2014.iwslt-papers.4","0.0912393"
"2014.iwslt-papers.4","W11-2124","0.0527778"
"W11-2124","2014.iwslt-papers.4","0.0527778"
"2014.iwslt-papers.4","W11-2142","0.0912393"
"W11-2142","2014.iwslt-papers.4","0.0912393"
"2014.iwslt-papers.4","W11-2145","0.0957196"
"W11-2145","2014.iwslt-papers.4","0.0957196"
"2014.iwslt-papers.4","W12-3140","0.123497"
"W12-3140","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W12-3144","0.0957196"
"W12-3144","2014.iwslt-papers.4","0.0957196"
"2014.iwslt-papers.4","W13-0805","0.0527778"
"W13-0805","2014.iwslt-papers.4","0.0527778"
"2014.iwslt-papers.4","W13-2210","0.0957196"
"W13-2210","2014.iwslt-papers.4","0.0957196"
"2014.iwslt-papers.4","W13-2223","0.123497"
"W13-2223","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W13-2264","0.123497"
"W13-2264","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W13-3204","0.123497"
"W13-3204","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W14-3307","0.123497"
"W14-3307","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W14-3310","0.123497"
"W14-3310","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W14-3313","0.123497"
"W14-3313","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W15-3008","0.123497"
"W15-3008","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W15-3012","0.123497"
"W15-3012","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W15-4917","0.123497"
"W15-4917","2014.iwslt-papers.4","0.123497"
"2014.iwslt-papers.4","W16-2208","0.0572581"
"W16-2208","2014.iwslt-papers.4","0.0572581"
"2014.iwslt-papers.4","W16-2320","0.0527778"
"W16-2320","2014.iwslt-papers.4","0.0527778"
"2015.eamt-1.18","E14-4009","0.212624"
"E14-4009","2015.eamt-1.18","0.212624"
"2015.eamt-1.18","N16-3017","0.055303"
"N16-3017","2015.eamt-1.18","0.055303"
"2015.eamt-1.18","W09-0413","0.121542"
"W09-0413","2015.eamt-1.18","0.121542"
"2015.eamt-1.18","W11-2124","0.0527778"
"W11-2124","2015.eamt-1.18","0.0527778"
"2015.eamt-1.18","W13-0805","0.166414"
"W13-0805","2015.eamt-1.18","0.166414"
"2015.eamt-1.18","W13-3204","0.1538"
"W13-3204","2015.eamt-1.18","0.1538"
"2015.eamt-1.18","W15-3012","0.436866"
"W15-3012","2015.eamt-1.18","0.436866"
"2015.eamt-1.18","W16-2208","0.546385"
"W16-2208","2015.eamt-1.18","0.546385"
"2015.eamt-1.18","W16-2320","0.710354"
"W16-2320","2015.eamt-1.18","0.710354"
"C16-1172","E14-4009","0.116082"
"E14-4009","C16-1172","0.116082"
"C16-1172","N16-3017","0.025"
"N16-3017","C16-1172","0.025"
"C16-1172","W13-0805","0.025"
"W13-0805","C16-1172","0.025"
"C16-1172","W13-3204","0.0572581"
"W13-3204","C16-1172","0.0572581"
"E14-4009","N16-3017","0.055303"
"N16-3017","E14-4009","0.055303"
"E14-4009","W09-0413","0.121542"
"W09-0413","E14-4009","0.121542"
"E14-4009","W10-1719","0.121542"
"W10-1719","E14-4009","0.121542"
"E14-4009","W11-2124","0.0527778"
"W11-2124","E14-4009","0.0527778"
"E14-4009","W12-3140","0.1538"
"W12-3140","E14-4009","0.1538"
"E14-4009","W13-2223","0.212624"
"W13-2223","E14-4009","0.212624"
"E14-4009","W13-2264","0.1538"
"W13-2264","E14-4009","0.1538"
"E14-4009","W13-3204","0.1538"
"W13-3204","E14-4009","0.1538"
"E14-4009","W14-3307","0.212624"
"W14-3307","E14-4009","0.212624"
"E14-4009","W14-3310","0.212624"
"W14-3310","E14-4009","0.212624"
"E14-4009","W15-3012","0.212624"
"W15-3012","E14-4009","0.212624"
"E14-4009","W15-4917","0.212624"
"W15-4917","E14-4009","0.212624"
"E14-4009","W16-2320","0.0527778"
"W16-2320","E14-4009","0.0527778"
"N16-3017","W09-0413","0.055303"
"W09-0413","N16-3017","0.055303"
"N16-3017","W10-1719","0.055303"
"W10-1719","N16-3017","0.055303"
"N16-3017","W11-2124","0.025"
"W11-2124","N16-3017","0.025"
"N16-3017","W11-2142","0.055303"
"W11-2142","N16-3017","0.055303"
"N16-3017","W11-2145","0.055303"
"W11-2145","N16-3017","0.055303"
"N16-3017","W12-3140","0.055303"
"W12-3140","N16-3017","0.055303"
"N16-3017","W12-3144","0.055303"
"W12-3144","N16-3017","0.055303"
"N16-3017","W13-0805","0.055303"
"W13-0805","N16-3017","0.055303"
"N16-3017","W13-2210","0.055303"
"W13-2210","N16-3017","0.055303"
"N16-3017","W13-2223","0.055303"
"W13-2223","N16-3017","0.055303"
"N16-3017","W13-2264","0.055303"
"W13-2264","N16-3017","0.055303"
"N16-3017","W13-3204","0.055303"
"W13-3204","N16-3017","0.055303"
"N16-3017","W14-3307","0.055303"
"W14-3307","N16-3017","0.055303"
"N16-3017","W14-3310","0.055303"
"W14-3310","N16-3017","0.055303"
"N16-3017","W14-3313","0.055303"
"W14-3313","N16-3017","0.055303"
"N16-3017","W15-3008","0.055303"
"W15-3008","N16-3017","0.055303"
"N16-3017","W15-3012","0.055303"
"W15-3012","N16-3017","0.055303"
"N16-3017","W15-4917","0.055303"
"W15-4917","N16-3017","0.055303"
"N16-3017","W16-2208","0.055303"
"W16-2208","N16-3017","0.055303"
"N16-3017","W16-2320","0.025"
"W16-2320","N16-3017","0.025"
"W09-0413","W11-2142","0.121542"
"W11-2142","W09-0413","0.121542"
"W09-0413","W13-0805","0.0830808"
"W13-0805","W09-0413","0.0830808"
"W09-0413","W14-3307","0.264399"
"W14-3307","W09-0413","0.264399"
"W09-0413","W15-4917","0.121542"
"W15-4917","W09-0413","0.121542"
"W09-0413","W16-2208","0.055303"
"W16-2208","W09-0413","0.055303"
"W09-0413","W16-2320","0.0527778"
"W16-2320","W09-0413","0.0527778"
"W10-1719","W13-0805","0.0830808"
"W13-0805","W10-1719","0.0830808"
"W10-1719","W16-2208","0.055303"
"W16-2208","W10-1719","0.055303"
"W10-1719","W16-2320","0.0527778"
"W16-2320","W10-1719","0.0527778"
"W11-2124","W11-2142","0.252778"
"W11-2142","W11-2124","0.252778"
"W11-2124","W13-0805","0.0527778"
"W13-0805","W11-2124","0.0527778"
"W11-2124","W14-3307","0.252778"
"W14-3307","W11-2124","0.252778"
"W11-2124","W15-4917","0.0527778"
"W15-4917","W11-2124","0.0527778"
"W11-2124","W16-2208","1.025"
"W16-2208","W11-2124","1.025"
"W11-2124","W16-2320","0.452778"
"W16-2320","W11-2124","0.452778"
"W11-2142","W13-3204","0.121542"
"W13-3204","W11-2142","0.121542"
"W11-2145","W16-2320","0.025"
"W16-2320","W11-2145","0.025"
"W12-3140","W13-0805","0.410004"
"W13-0805","W12-3140","0.410004"
"W12-3144","W16-2320","0.075"
"W16-2320","W12-3144","0.075"
"W13-0805","W13-2223","0.410004"
"W13-2223","W13-0805","0.410004"
"W13-0805","W13-2264","0.0830808"
