1596583916,Reactive Systems HML with recursion,2007,0,0,3,0,1976754946,,0,0.15617465464806768,0.25984742210498496
1958541773,CAAL Concurrency Workbench AalborgÅºEdition,2015,14,12,3,0,1976754946,,0,-0.3957426626038015,-0.19429884344500795
1606441988,Concur 2001 - concurrency theory 12th International Conference Aalborg Denmark August 2001 proceedings,2001,0,1,2,0,2106891177,,0,-0.29929188179709953,-0.14981631618616384
1886297056,Guided synthesis of control programs using UPPAAL,2001,10,48,3,0,2011261465,,0,-0.193208835929641,-0.03695941577465711
1685320124,Verification of timed and hybrid systems,2000,17,0,1,0,2146581609,,0,-0.7157077424054128,0.0589576106188387
1650440775,UPPAAL Implementation Secrets,2002,44,110,5,0,2011261465,,0,1.1081187461191584,-0.27913347774469777
1776738182,Moving from specifications to contracts in component-based design,2012,37,83,6,0,36835992,,0,0.8606842559033462,0.04315876075037487
1922103586,Formal Methods for Modelling and Analysis of Single-Event Upsets,2015,20,2,2,0,837124342,,0,0.12223220699126887,-0.030706924431807166
1865562238,Timed Modal Specification - Theory and Tools,1993,12,41,3,0,621759795,,0,-0.1806164563517082,-0.18033171048170904
1662239198,Compositionality through an operational semantics of contexts,1990,13,63,1,0,2146581609,,0,-0.1164726804531344,0.019252515865476
1625256512,Verification of Large State/Event Systems Using Compositionality and Dependency Analysis,2001,25,44,4,0,2060487399,,0,0.659813813859702,-0.27549879174273934
1992404795,Model checking of finite-state machine-based scenario-aware dataflow using timed automata,2015,0,0,3,0,837124342,,0,-0.18207493880643835,-0.0363750368680641
2011767010,Model-checking real-time control programs verifying LEGO MINDSTORMS TM systems using UPPAAL,2000,8,41,7,0,373715975,,0,-0.3193362091780844,-0.14362041755978985
2012339561,Automated verification of an audio-control protocol using Uppaal,2002,18,27,5,0,2011261465,,0,0.889907237804874,-0.9753451038196727
2015964024,Model checking of finite-state machine-based scenario-aware dataflow using timed automata,2015,22,6,3,0,837124342,,0,0.6092356714222896,-1.052738063431644
2030284881,Quantified Dynamic Metric Temporal Logic for Dynamic Networks of Stochastic Hybrid Automata,2014,17,3,4,0,2027566263,,0,-0.09909083562260802,0.20328875635841542
2067306975,Model-based schedulability analysis of safety critical hard real-time Java programs,2008,20,44,1,0,2146581609,,0,-2.4405324514478832,0.3367884549961767
2064145614,Present and Absent Sets Abstraction for Testing of Reactive Systems with Databases,2010,10,3,1,0,2146581609,,0,0.8673441633472234,0.5538646577111607
2080316200,Quantitative analysis of real-time systems using priced timed automata,2011,40,50,4,0,2053391344,,0,-0.1164726804531344,0.019252515865476
2097267767,Verification of Large State/Event Systems Using Compositionality and Dependency Analysis,1998,19,22,4,0,2060487399,,0,-0.29224957716319677,-0.21597066102177936
2095082129,Compositionality through an Operational Semantics of Contexts,1991,0,92,1,0,2146581609,,0,-0.1164726804531344,0.019252515865476
2101269152,Modelling and Analysis of a Collision Avoidance Protocol using SPIN and UPPAAL,1996,17,54,1,0,2146581609,,0,-0.15110964492078266,-0.37514335124054843
2098716523,Model-Based GUI Testing Using Uppaal at Novo Nordisk,2009,9,2,3,0,2062586140,,0,1.9163056405926318,-0.12399969415315254
2117519330,Graphical versus Logical Specifications,1990,10,60,2,0,1982484711,,0,0.2487313517586806,-0.2174850691890295
2112659222,A modal specification theory for components with data,2014,44,6,3,0,2094734848,,0,-0.2397685081651273,-0.23907107674752698
2107360681,Testing real-time systems using UPPAAL,2008,77,174,4,0,199965553,,0,1.6418806964963621,-0.5121180495174279
2159433799,UPPAAL 40,2006,7,210,5,0,2095526850,,0,1.1075168709131165,0.09648969137690547
2154058495,Color-Blind specifications for transformations of reactive synchronous programs,2005,23,8,2,0,2005359383,,0,-0.4684434405223588,0.4732875358417243
2148106163,A modal process logic,1988,2,437,1,0,2146581609,,0,-0.38621261525386014,0.1547592870371494
2163014247,Formal modeling and analysis of an audio/video protocol an industrial case study using UPPAAL,1997,14,142,3,0,690502127,,0,0.662292228409642,-0.40677427260191446
2160593815,Scaling up Uppaal,2000,21,29,1,0,2146581609,,0,-0.16537583212271545,-0.1257582749187258
2160883697,UPPAALâ€”a tool suite for automatic verification of real-time systems,1996,16,545,4,0,2011261465,,0,-0.30849903215484675,-0.022766492040425763
2175929397,A Refinement Logic for the Fork Calculus,1994,0,1,2,0,690502127,,0,-0.07083072230649844,-0.7331512445299021
2146580567,Scenario-based verification of real-time systems using Uppaal,2010,35,13,3,0,1158178094,,0,-0.3193362091780844,-0.14362041755978985
2158639002,Schedulability Analysis Abstractions for Safety Critical Java,2012,39,3,2,0,163000670,,0,0.05499029879224771,-0.0789893331788157
2243655718,Adaptable Value-Set Analysis for Low-Level Code,2012,28,3,3,0,2077474590,,0,-0.6415760036045003,-0.33393432490359626
2263917381,Formal Modeling and Analysis of an Audio/Video Protocol An Industrial Case Study Using UPPAAL,1997,0,11,3,0,690502127,,0,0.8761577923879191,-0.4486307129928918
2265883533,Compositionality through an Operational Semantics of Contexts,1990,0,0,1,0,2146581609,,0,-0.1164726804531344,0.019252515865476
2281743211,Color-blind Behavioral Specifications for Transformations of Reactive Synchronous Programs,2004,0,0,2,0,2005359383,,0,-0.1164726804531344,0.019252515865476
2309223500,Timed Modal Specification â€”Theory and Tools,1997,0,19,3,0,621759795,,0,-0.38491087733866847,-0.24087229987586847
2497266310,Reactive Systems Hennessyâ€“Milner logic with time,2007,0,0,3,0,1976754946,,0,-0.39736753920862145,-0.12948157479584851
2486587007,Reactive Systems References,2007,0,0,3,0,1976754946,,0,2.915846201798678,0.852035761669239
2474802057,Formal modelling and analysis of Bitflips in ARM assembly code,2016,25,1,2,0,837124342,,0,0.2312126570872877,0.28124619799748246
2572228826,UPPAAL in 1995,1996,0,0,4,0,2011261465,,0,-0.1164726804531344,0.019252515865476
2527125025,A Modal Specification Theory for Components with Data,2011,23,62,4,0,1633452320,,0,-0.24826501628940423,-0.22850508042906012
2580524869,Formal Methods for Abstract Specifications â€“ A Comparison of Concepts,2006,3,1,4,0,703877017,,0,0.024004733148209306,0.21275566636117252
2602943854,Present and Absent Sets,2010,0,0,2,0,199965553,,0,-0.36669543441347335,0.044849700580217124
2599041462,Present and Absent Sets Abstraction for Data Intensive Systems Suited for Testing,2010,5,1,2,0,199965553,,0,-0.36669543441347335,0.044849700580217124
2738420320,The Expressive Power of Implicit Specifications,1991,0,0,1,0,2146581609,,0,-0.1164726804531344,0.019252515865476
2784029023,Automata Languages and Programming Proceedings of the 25th International Colloquium ICALP98 Aalborg Denmark July 13-17 1998,1998,0,1,2,0,88824219,,0,-0.1164726804531344,0.019252515865476
2898826927,Statistical Model Checking the 2018 Edition,2018,49,1,3,0,2094734848,,0,0.13156280759298405,0.9513301304921346
2913424811,Proceedings of the 12th International Conference on Concurrency Theory,2001,0,0,2,0,2106891177,,0,-0.2268142716231431,-0.1590203910320284
2914347783,Proceedings of the 25th International Colloquium on Automata Languages and Programming,1998,0,0,2,0,88824219,,0,-0.1164726804531344,0.019252515865476
2911416890,Proceedings of the 16th International Conference on Verification Model Checking and Abstract Interpretation - Volume 8931,2015,0,0,2,0,2123176980,,0,-0.36669543441347335,0.044849700580217124
2951895691,Artifact for &quot;Partial Order Reduction for Reachability Games&quot;,2019,0,1,3,0,1976754946,,0,-0.7224370595877844,-0.08749388593780745
2955177104,Analyzing spreadsheets for parallel execution via model checking,2019,17,2,2,0,2113688926,,0,-0.1261220048554522,0.023884742507899674
2977566895,Continuous-time models for system design and analysis,2019,29,3,3,0,199965553,,0,-0.1338180719557328,0.2012789645172844
3021069619,Partial specifications and compositional verification,1991,0,0,1,0,2146581609,,0,-0.1164726804531344,0.019252515865476
3021635225,Statistical Model Checking in Uppaal Lets Practice,2015,0,0,4,0,199965553,,0,0.13156280759298405,0.9513301304921346
3021926196,Formal Modeling and Analysis of Timed Systems,2007,0,0,3,0,2136663722,,0,-0.1164726804531344,0.019252515865476
